"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status"
"Sporobolus alterniflorus",5,FALSE,497662,"Poaceae","Sporobolus","Perennial","Non-Woody","Non-Woody","Perennial",27,37390.8217666132,"Accepted",497662,"Sporobolus alterniflorus",1806,"Genus in Europe"
"Stachys citrina",1,FALSE,194936,"Lamiaceae","Stachys","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys coccinea",1,FALSE,194943,"Lamiaceae","Stachys","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys distans",2,FALSE,195009,"Lamiaceae","Stachys","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys inflata",2,FALSE,195193,"Lamiaceae","Stachys","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys lavandulifolia",1,FALSE,195253,"Lamiaceae","Stachys","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys nivea",1,FALSE,195362,"Lamiaceae","Stachys","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys palaestina",2,FALSE,195408,"Lamiaceae","Stachys",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys petrokosmos",1,FALSE,195459,"Lamiaceae","Stachys","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys setifera",4,FALSE,195633,"Lamiaceae","Stachys","Perennial","Non-Woody","Non-Woody","Perennial",3,2289.03277323312,"Accepted",195633,"Stachys setifera",2007,"Genus in Europe"
"Stachys spectabilis",1,FALSE,195660,"Lamiaceae","Stachys","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stachys viscosa",1,FALSE,195774,"Lamiaceae","Stachys","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Staphylea bumalda",1,FALSE,2582134,"Staphyleaceae","Staphylea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Staphylea colchica",1,FALSE,2582132,"Staphyleaceae","Staphylea",NA,NA,"Woody","Perennial",22,47304.046071657,"Accepted",2582132,"Staphylea colchica",NA,"Genus in Europe"
"Stellaria sessiliflora",1,FALSE,2482811,"Caryophyllaceae","Stellaria",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stipa hohenackeriana",1,FALSE,445119,"Poaceae","Stipa","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Stipagrostis plumosa",1,FALSE,445988,"Poaceae","Stipagrostis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Suaeda arcuata",1,FALSE,2484057,"Amaranthaceae","Suaeda","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Suaeda asphaltica",3,FALSE,2484053,"Amaranthaceae","Suaeda","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Suaeda microphylla",2,FALSE,2483997,"Amaranthaceae","Suaeda","Perennial","Woody","Woody","Perennial",2,3595.84241408347,"Accepted",2483997,"Suaeda microphylla",NA,"Genus in Europe"
"Sulla carnosa",1,FALSE,2593018,"Fabaceae","Sulla",NA,"Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Symphytum anatolicum",4,FALSE,2475956,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Symphytum asperum",12,FALSE,2475962,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial",820,1311377.34592151,"Accepted",2475962,"Symphytum asperum",1750,"Genus in Europe"
"Symphytum brachycalyx",6,FALSE,2475961,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Symphytum grandiflorum",2,FALSE,2475615,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial",277,457548.442285153,"Accepted",2475615,"Symphytum grandiflorum",1898,"Genus in Europe"
"Symphytum ibiricum",2,FALSE,2475629,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial",7,11372.4169058805,"Accepted",2475629,"Symphytum ibiricum",1999,"Genus in Europe"
"Symphytum × uplandicum",2,FALSE,2475726,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial",1020,1551203.64504142,"Accepted",2475726,"Symphytum × uplandicum",1709,"Genus in Europe"
"Syringa emodi",3,FALSE,356258,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,1946,"Genus in Europe"
"Syringa komarowii",3,FALSE,356251,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial",37,48233.4644423908,"Accepted",356251,"Syringa komarowii",2009,"Genus in Europe"
"Syringa persica",4,FALSE,356316,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial",19,44107.5796802127,"Accepted",356316,"Syringa persica",1905,"Genus in Europe"
"Syringa reticulata",2,FALSE,356262,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial",14,22775.279217208,"Accepted",356262,"Syringa reticulata",2013,"Genus in Europe"
"Syringa tomentella",1,FALSE,356294,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Syringa tomentella subsp. sweginzowii",2,FALSE,375010,"Oleaceae","Syringa",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Syringa tomentella subsp. yunnanensis",1,FALSE,375014,"Oleaceae","Syringa",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Syringa villosa",3,FALSE,356492,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial",8,14818.8859057139,"Accepted",356492,"Syringa villosa",NA,"Genus in Europe"
"Syringa villosa subsp. wolfii",2,FALSE,374239,"Oleaceae","Syringa",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Takhtajaniantha tau-saghyz",1,FALSE,3246903,"Asteraceae","Takhtajaniantha","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tamarix aphylla",11,FALSE,2520285,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial",1,3855.41625955831,"Accepted",2520285,"Tamarix aphylla",NA,"Genus in Europe"
"Tamarix dioica",2,FALSE,2913173,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tamarix hispida",1,FALSE,2520047,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial",4,9716.69126005734,"Accepted",2520047,"Tamarix hispida",NA,"Genus in Europe"
"Tamarix jordanis",2,FALSE,2520157,"Tamaricaceae","Tamarix",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tamarix tetragyna",8,FALSE,2521269,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tanacetum argenteum",2,FALSE,3111409,"Asteraceae","Tanacetum","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tanacetum argenteum subsp. canum",1,FALSE,3111423,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tanacetum balsamita var. balsamitoides",1,FALSE,3111481,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial",679,1459448.57777537,"Accepted",3111481,"Tanacetum balsamita var. balsamitoides",NA,"Genus in Europe"
"Tanacetum cilicium",2,FALSE,3111541,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tanacetum densum",1,FALSE,3111615,"Asteraceae","Tanacetum","Perennial",NA,"Non-Woody","Perennial",2,4822.35836315477,"Accepted",3111615,"Tanacetum densum",NA,"Genus in Europe"
"Tanacetum macrophyllum",5,FALSE,3111705,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial",345,618436.030907507,"Accepted",3111705,"Tanacetum macrophyllum",1658,"Genus in Europe"
"Tanacetum nitens",1,FALSE,3111352,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tanacetum poteriifolium",1,FALSE,3110289,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tanacetum praeteritum",1,FALSE,3110290,"Asteraceae","Tanacetum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tanacetum uniflorum",1,FALSE,3111774,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Taraxacum kok-saghyz",3,FALSE,3058996,"Asteraceae","Taraxacum","Perennial","Non-Woody","Non-Woody","Perennial",2,2434.03873719965,"Accepted",3058996,"Taraxacum kok-saghyz",NA,"Genus in Europe"
"Taxus cuspidata",3,FALSE,378602,"Taxaceae","Taxus","Perennial","Woody","Woody","Perennial",32,52992.7030004133,"Accepted",378602,"Taxus cuspidata",NA,"Genus in Europe"
"Teucrium betonicum",1,FALSE,202698,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Teucrium canum",1,FALSE,202747,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Teucrium chamaedrys subsp. sinuatum",1,FALSE,202788,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Teucrium faurei",1,FALSE,202908,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Teucrium heterophyllum",2,FALSE,202981,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Teucrium kotschyanum",1,FALSE,203019,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Teucrium orientale",6,FALSE,203174,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Teucrium orientale var. glabrescens",1,FALSE,203176,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Teucrium tananicum",1,FALSE,203441,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thalictrum delavayi",4,FALSE,2512515,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",24,35762.2185963907,"Accepted",2512515,"Thalictrum delavayi",1941,"Genus in Europe"
"Thalictrum dioicum",1,FALSE,2512516,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thalictrum isopyroides",1,FALSE,2512656,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thalictrum petaloideum",2,FALSE,2512564,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",1,2721.17342992554,"Accepted",2512564,"Thalictrum petaloideum",NA,"Genus in Europe"
"Thalictrum pubescens",1,FALSE,2512967,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",5,11543.7436470021,"Accepted",2512967,"Thalictrum pubescens",NA,"Genus in Europe"
"Thalictrum pubigerum",1,FALSE,2512953,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thalictrum rochebruneanum",1,FALSE,2512918,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial",1,1884.48346528773,"Accepted",2512918,"Thalictrum rochebruneanum",NA,"Genus in Europe"
"Thalictrum sparsiflorum",1,FALSE,2512742,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thalictrum squarrosum",1,FALSE,2512728,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thalictrum sultanabadense",1,FALSE,2512869,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thalictrum tuberiferum",1,FALSE,2512825,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thermopsis montana",1,FALSE,2443816,"Fabaceae","Thermopsis","Perennial","Non-Woody","Non-Woody","Perennial",69,67201.2017989471,"Accepted",2443816,"Thermopsis montana",1925,"Genus in Europe"
"Thesium compressum",1,FALSE,2513810,"Santalaceae","Thesium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thesium longifolium",2,FALSE,2513725,"Santalaceae","Thesium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thesium macranthum",1,FALSE,2514236,"Santalaceae","Thesium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thesium stelleroides",1,FALSE,2513999,"Santalaceae","Thesium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thesium tauricola",1,FALSE,2514038,"Santalaceae","Thesium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thlaspi huetii",1,FALSE,2432109,"Brassicaceae","Thlaspi","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thliphthisa suberosa",1,FALSE,549437,"Rubiaceae","Thliphthisa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thymelaea aucheri",1,FALSE,2521358,"Thymelaeaceae","Thymelaea",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thymelaea microphylla",1,FALSE,2518392,"Thymelaeaceae","Thymelaea","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thymus algeriensis",1,FALSE,204397,"Lamiaceae","Thymus","Perennial",NA,"Woody","Perennial",1,3855.4162595585,"Accepted",204397,"Thymus algeriensis",NA,"Genus in Europe"
"Thymus fallax",2,FALSE,204750,"Lamiaceae","Thymus","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thymus fedtschenkoi",2,FALSE,204752,"Lamiaceae","Thymus","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thymus kotschyanus",3,FALSE,204954,"Lamiaceae","Thymus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thymus numidicus",2,FALSE,205173,"Lamiaceae","Thymus","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thymus nummularius",1,FALSE,205175,"Lamiaceae","Thymus","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Thymus transcaucasicus",1,FALSE,205608,"Lamiaceae","Thymus","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tilia americana",17,FALSE,2518218,"Malvaceae","Tilia","Perennial","Woody","Woody","Perennial",42,85903.5152282259,"Accepted",2518218,"Tilia americana",NA,"Genus in Europe"
"Tilia chinensis",1,FALSE,2518162,"Malvaceae","Tilia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tilia chingiana",1,FALSE,2518190,"Malvaceae","Tilia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tilia miqueliana",1,FALSE,2517769,"Malvaceae","Tilia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tilia mongolica",3,FALSE,2517787,"Malvaceae","Tilia","Perennial","Woody","Woody","Perennial",3,8136.78593664746,"Accepted",2517787,"Tilia mongolica",NA,"Genus in Europe"
"Tilia oliveri",1,FALSE,2517733,"Malvaceae","Tilia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tilia tuan",1,FALSE,2517622,"Malvaceae","Tilia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tolpis calderae",1,FALSE,3074139,"Asteraceae","Tolpis",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tolpis coronopifolia",2,FALSE,3074156,"Asteraceae","Tolpis","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tolpis laciniata",4,FALSE,3074163,"Asteraceae","Tolpis",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tolpis lagopoda",2,FALSE,3074166,"Asteraceae","Tolpis",NA,NA,"Non-Woody","Perennial",2,2623.20116929179,"Accepted",3074166,"Tolpis lagopoda",NA,"Genus in Europe"
"Tolpis succulenta",3,FALSE,3074182,"Asteraceae","Tolpis",NA,"Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",3074182,"Tolpis succulenta",NA,"Genus in Europe"
"Tolpis webbii",1,FALSE,3074216,"Asteraceae","Tolpis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tragopogon aureus",1,FALSE,3072924,"Asteraceae","Tragopogon",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tragopogon buphthalmoides",3,FALSE,3072947,"Asteraceae","Tragopogon","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tragopogon latifolius",1,FALSE,3072522,"Asteraceae","Tragopogon",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tragopogon marginatus",1,FALSE,3072531,"Asteraceae","Tragopogon","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tragopogon serotinus",1,FALSE,3072676,"Asteraceae","Tragopogon","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trifolium alexandrinum",17,FALSE,2440613,"Fabaceae","Trifolium","Annual","Non-Woody","Non-Woody","Annual",376,712275.030759994,"Accepted",2440613,"Trifolium alexandrinum",1862,"Genus in Europe"
"Trifolium bordsilovskyi",2,FALSE,2440738,"Fabaceae","Trifolium",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trifolium eriosphaerum",1,FALSE,2439543,"Fabaceae","Trifolium","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trifolium trichocephalum",1,FALSE,2439810,"Fabaceae","Trifolium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trifolium tumens",3,FALSE,2439796,"Fabaceae","Trifolium","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2439796,"Trifolium tumens",NA,"Genus in Europe"
"Trigonella anguina",1,FALSE,2441465,"Fabaceae","Trigonella","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trigonella arabica",1,FALSE,2441467,"Fabaceae","Trigonella","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,1954,"Genus in Europe"
"Trigonella berythea",1,FALSE,2441472,"Fabaceae","Trigonella","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trigonella foenum-graecum",11,FALSE,2441407,"Fabaceae","Trigonella","Annual","Non-Woody","Non-Woody","Annual",375,828894.808545766,"Accepted",2441407,"Trigonella foenum-graecum",1807,"Genus in Europe"
"Trigonella occulta",1,FALSE,2441542,"Fabaceae","Trigonella","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trigonella stellata",1,FALSE,2441226,"Fabaceae","Trigonella","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,1895,"Genus in Europe"
"Tripidium bengalense",1,FALSE,450984,"Poaceae","Tripidium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tripleurospermum breviradiatum",1,FALSE,3110434,"Asteraceae","Tripleurospermum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trisetaria koelerioides",1,FALSE,447656,"Poaceae","Trisetaria","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trisetaria linearis",2,FALSE,447660,"Poaceae","Trisetaria","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Triticum aestivum",177,FALSE,448365,"Poaceae","Triticum","Annual","Non-Woody","Non-Woody","Annual",2360,4252027.67682345,"Accepted",448365,"Triticum aestivum",500,"Genus in Europe"
"Triticum aestivum subsp. compactum",2,FALSE,499251,"Poaceae","Triticum","Annual","Non-Woody","Non-Woody","Annual",2360,4252027.67682345,"Accepted",499251,"Triticum aestivum subsp. compactum",NA,"Genus in Europe"
"Triticum aestivum subsp. spelta",9,FALSE,448373,"Poaceae","Triticum","Annual","Non-Woody","Non-Woody","Annual",2360,4252027.67682345,"Accepted",448373,"Triticum aestivum subsp. spelta",NA,"Genus in Europe"
"Triticum turgidum",6,FALSE,449127,"Poaceae","Triticum","Annual","Non-Woody","Non-Woody","Annual",487,1054563.96231666,"Accepted",449127,"Triticum turgidum",1882,"Genus in Europe"
"Triticum turgidum subsp. carthlicum",2,FALSE,449131,"Poaceae","Triticum","Annual","Non-Woody","Non-Woody","Annual",487,1054563.96231666,"Accepted",449131,"Triticum turgidum subsp. carthlicum",NA,"Genus in Europe"
"Triticum turgidum subsp. dicoccum",8,FALSE,449132,"Poaceae","Triticum",NA,"Non-Woody","Non-Woody","Annual",4,9534.28692096636,"Accepted",449132,"Triticum turgidum subsp. dicoccum",NA,"Genus in Europe"
"Triticum turgidum subsp. durum",27,FALSE,449133,"Poaceae","Triticum","Annual","Non-Woody","Non-Woody","Annual",487,1054563.96231666,"Accepted",449133,"Triticum turgidum subsp. durum",1853,"Genus in Europe"
"Triticum turgidum subsp. polonicum",5,FALSE,449135,"Poaceae","Triticum","Annual","Non-Woody","Non-Woody","Annual",487,1054563.96231666,"Accepted",449135,"Triticum turgidum subsp. polonicum",NA,"Genus in Europe"
"Triticum turgidum subsp. turanicum",3,FALSE,449137,"Poaceae","Triticum","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trollius acaulis",1,FALSE,2514644,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trollius altaicus",3,FALSE,2514627,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",1,57.7962519877815,"Accepted",2514627,"Trollius altaicus",NA,"Genus in Europe"
"Trollius asiaticus",4,FALSE,2514600,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",16,16771.9240919215,"Accepted",2514600,"Trollius asiaticus",2002,"Genus in Europe"
"Trollius chinensis",3,FALSE,2514590,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",5,9430.99863122543,"Accepted",2514590,"Trollius chinensis",NA,"Genus in Europe"
"Trollius japonicus",1,FALSE,2514604,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trollius ledebourii",2,FALSE,2514407,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trollius pumilus",1,FALSE,2514425,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trollius ranunculinus",3,FALSE,2514432,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trollius riederianus",1,FALSE,2514418,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Trollius sibiricus",1,FALSE,2514392,"Ranunculaceae","Trollius","Perennial","Non-Woody","Non-Woody","Perennial",1,883.149282134365,"Accepted",2514392,"Trollius sibiricus",NA,"Genus in Europe"
"Tulipa agenensis",1,FALSE,289671,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",70,166245.466782023,"Accepted",289671,"Tulipa agenensis",1953,"Genus in Europe"
"Tulipa armena",2,FALSE,289694,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tulipa clusiana",2,FALSE,289745,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",35,77883.8338525812,"Accepted",289745,"Tulipa clusiana",1804,"Genus in Europe"
"Tulipa cypria",1,FALSE,289741,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tulipa gesneriana",6,FALSE,289575,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",869,1474048.31357366,"Accepted",289575,"Tulipa gesneriana",1800,"Genus in Europe"
"Tulipa humilis",1,FALSE,289584,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",12,17346.0212619648,"Accepted",289584,"Tulipa humilis",NA,"Genus in Europe"
"Tulipa montana",1,FALSE,289638,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",1,2623.23461311009,"Accepted",289638,"Tulipa montana",NA,"Genus in Europe"
"Tulipa schmidtii",1,FALSE,289621,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Tulipa systola",1,FALSE,290015,"Liliaceae","Tulipa","Perennial","Non-Woody","Non-Woody","Perennial",2,2721.09479613433,"Accepted",290015,"Tulipa systola",NA,"Genus in Europe"
