"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr"
"Geranium thunbergii",1,FALSE,2824168,"Geraniaceae","Geranium","Perennial","Non-Woody","Non-Woody","Perennial",9,16514.3083361695,"Accepted",2824168,"Geranium thunbergii",NA
"Geranium viscosissimum",1,FALSE,2824259,"Geraniaceae","Geranium","Perennial","Non-Woody","Non-Woody","Perennial",1,2434.04804842073,"Accepted",2824259,"Geranium viscosissimum",NA
"Geranium wilfordii",3,FALSE,2824280,"Geraniaceae","Geranium","Perennial","Non-Woody","Non-Woody","Perennial",3,4685.8282482491,"Accepted",2824280,"Geranium wilfordii",1968
"Gerbera jamesonii",10,FALSE,3039335,"Asteraceae","Gerbera","Perennial","Non-Woody","Non-Woody","Perennial",4,7349.75885055929,"Accepted",3039335,"Gerbera jamesonii",NA
"Gesnouinia arborea",8,FALSE,2825131,"Urticaceae","Gesnouinia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Geum canadense",1,FALSE,2949200,"Rosaceae","Geum","Perennial","Non-Woody","Non-Woody","Perennial",158,284324.123842119,"Accepted",2949200,"Geum canadense",1989
"Geum japonicum",1,FALSE,2949338,"Rosaceae","Geum",NA,NA,"Non-Woody","Perennial",6,10905.4016267052,"Accepted",2949338,"Geum japonicum",NA
"Geum laciniatum",1,FALSE,2949356,"Rosaceae","Geum","Perennial","Non-Woody","Non-Woody","Perennial",5,7158.01118454848,"Accepted",2949356,"Geum laciniatum",NA
"Geum macrophyllum",2,FALSE,2949372,"Rosaceae","Geum","Perennial","Non-Woody","Non-Woody","Perennial",337,460922.651815936,"Accepted",2949372,"Geum macrophyllum",1884
"Geum magellanicum",2,FALSE,2949380,"Rosaceae","Geum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Geum triflorum",1,FALSE,2949573,"Rosaceae","Geum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Ginkgo biloba",8,FALSE,334053,"Ginkgoaceae","Ginkgo","Perennial","Woody","Woody","Perennial",386,737365.75128707,"Accepted",334053,"Ginkgo biloba",2014
"Gladiolus undulatus",1,FALSE,329006,"Iridaceae","Gladiolus","Perennial","Non-Woody","Non-Woody","Perennial",3,6909.06440566563,"Accepted",329006,"Gladiolus undulatus",1977
"Glastaria glastifolia",1,FALSE,2826299,"Brassicaceae","Glastaria","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Glaucium acutidentatum",1,FALSE,2826307,"Papaveraceae","Glaucium","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Glaucium aleppicum",1,FALSE,2826309,"Papaveraceae","Glaucium","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Glaucium oxylobum",1,FALSE,2826391,"Papaveraceae","Glaucium","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",2826391,"Glaucium oxylobum",NA
"Gleditsia sinensis",1,FALSE,2826507,"Fabaceae","Gleditsia","Perennial","Woody","Woody","Perennial",1,3572.22449349652,"Accepted",2826507,"Gleditsia sinensis",NA
"Gleditsia triacanthos",29,FALSE,2826513,"Fabaceae","Gleditsia","Perennial","Woody","Woody","Perennial",1124,2407262.77083257,"Accepted",2826513,"Gleditsia triacanthos",1806
"Gliricidia sepium",1,FALSE,2826605,"Fabaceae","Gliricidia","Perennial","Woody","Woody","Perennial",7,8065.95192920909,"Accepted",2826605,"Gliricidia sepium",NA
"Globularia salicina",10,FALSE,2826719,"Plantaginaceae","Globularia","Perennial","Woody","Woody","Perennial",2,6802.70893808873,"Accepted",2826719,"Globularia salicina",NA
"Glyceria striata",1,FALSE,417943,"Poaceae","Glyceria","Perennial","Non-Woody","Non-Woody","Perennial",151,292985.16424796,"Accepted",417943,"Glyceria striata",1906
"Glycine max",32,FALSE,2827366,"Fabaceae","Glycine","Annual","Non-Woody","Non-Woody","Annual",468,888681.192962059,"Accepted",2827366,"Glycine max",1923
"Gomphocarpus fruticosus",6,FALSE,505642,"Apocynaceae","Gomphocarpus","Perennial","Non-Woody","Non-Woody","Perennial",94,161786.052039102,"Accepted",505642,"Gomphocarpus fruticosus",1762
"Gomphocarpus physocarpus",1,FALSE,505708,"Apocynaceae","Gomphocarpus","Perennial",NA,"Non-Woody","Perennial",140,256087.194471498,"Accepted",505708,"Gomphocarpus physocarpus",2000
"Gonospermum canariense",2,FALSE,3110393,"Asteraceae","Gonospermum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gonospermum fruticosum",3,FALSE,3110411,"Asteraceae","Gonospermum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gossypium herbaceum",9,FALSE,2831088,"Malvaceae","Gossypium",NA,"Non-Woody","Non-Woody",NA,23,55857.3890167378,"Accepted",2831088,"Gossypium herbaceum",NA
"Gossypium hirsutum",13,FALSE,2831092,"Malvaceae","Gossypium",NA,"Woody","Woody",NA,9,25236.05698652,"Accepted",2831092,"Gossypium hirsutum",NA
"Graptopetalum paraguayense",1,FALSE,2831756,"Crassulaceae","Graptopetalum","Perennial",NA,NA,"Perennial",14,27736.2620143545,"Accepted",2831756,"Graptopetalum paraguayense",1999
"Grausa lateritia",1,FALSE,3014892,"Loasaceae","Grausa",NA,"Non-Woody","Non-Woody",NA,NA,NA,NA,NA,NA,NA
"Greuteria membranacea",1,FALSE,2995959,"Fabaceae","Greuteria","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA
"Grindelia hirsutula",1,FALSE,2926835,"Asteraceae","Grindelia","Perennial","Non-Woody","Non-Woody","Perennial",5,10418.7470637462,"Accepted",2926835,"Grindelia hirsutula",1961
"Grindelia squarrosa",2,FALSE,2927094,"Asteraceae","Grindelia","Perennial","Non-Woody","Non-Woody","Perennial",181,392833.475127075,"Accepted",2927094,"Grindelia squarrosa",1784
"Guettarda combsii",1,FALSE,93150,"Rubiaceae","Guettarda","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gundelia tournefortii",6,FALSE,3075528,"Asteraceae","Gundelia",NA,"Non-Woody","Non-Woody",NA,2,2623.20116929179,"Accepted",3075528,"Gundelia tournefortii",NA
"Gymnocladus dioicus",1,FALSE,2835921,"Fabaceae","Gymnocladus",NA,NA,NA,NA,55,116840.49997075,"Accepted",2835921,"Gymnocladus dioicus",1794
"Gymnosporia cassinoides",5,FALSE,2836058,"Celastraceae","Gymnosporia","Perennial","Woody","Woody","Perennial",4,10433.9495094733,"Accepted",2836058,"Gymnosporia cassinoides",NA
"Gypsophila bicolor",7,FALSE,2836600,"Caryophyllaceae","Gypsophila","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gypsophila hispida",1,FALSE,2836709,"Caryophyllaceae","Gypsophila","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gypsophila libanotica",1,FALSE,2836732,"Caryophyllaceae","Gypsophila","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gypsophila pallida",1,FALSE,2836779,"Caryophyllaceae","Gypsophila","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gypsophila polyclada",2,FALSE,2836824,"Caryophyllaceae","Gypsophila","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gypsophila ruscifolia",1,FALSE,2836864,"Caryophyllaceae","Gypsophila","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Gyrophyllum verticillatum",3,FALSE,3304897,"Asteraceae","Gyrophyllum","Perennial","Non-Woody","Non-Woody","Perennial",330,643927.755189003,"Accepted",3304897,"Gyrophyllum verticillatum",1935
"Habenaria tridactylites",1,FALSE,95768,"Orchidaceae","Habenaria","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hablitzia tamnoides",1,FALSE,2837273,"Amaranthaceae","Hablitzia",NA,NA,NA,NA,19,25804.0913931963,"Accepted",2837273,"Hablitzia tamnoides",1908
"Halerpestes cymbalaria",1,FALSE,2838086,"Ranunculaceae","Halerpestes","Perennial","Non-Woody","Non-Woody","Perennial",16,12584.2547222847,"Accepted",2838086,"Halerpestes cymbalaria",1916
"Halocharis hispida",2,FALSE,2838509,"Amaranthaceae","Halocharis","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Halostachys caspica",1,FALSE,2838829,"Amaranthaceae","Halostachys","Perennial","Woody","Woody","Perennial",1,1503.3733998285,"Accepted",2838829,"Halostachys caspica",NA
"Halothamnus glaucus",3,FALSE,2838860,"Amaranthaceae","Halothamnus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Halothamnus subaphyllus",1,FALSE,2838890,"Amaranthaceae","Halothamnus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Haloxylon salicornicum",3,FALSE,2838922,"Amaranthaceae","Haloxylon","Perennial","Woody","Woody","Perennial",19,54894.2798870611,"Accepted",2838922,"Haloxylon salicornicum",NA
"Hasteola suaveolens",1,FALSE,3080068,"Asteraceae","Hasteola","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Heberdenia excelsa",2,FALSE,2840713,"Primulaceae","Heberdenia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hedera azorica",1,FALSE,96583,"Araliaceae","Hedera","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hedera canariensis",7,FALSE,96587,"Araliaceae","Hedera","Perennial",NA,"Woody","Perennial",37,93404.4936079021,"Accepted",96587,"Hedera canariensis",NA
"Hedera colchica",4,FALSE,96606,"Araliaceae","Hedera","Perennial","Woody","Woody","Perennial",371,752078.277594104,"Accepted",96606,"Hedera colchica",1959
"Hedychium coronarium",1,FALSE,248115,"Zingiberaceae","Hedychium","Perennial","Non-Woody","Non-Woody","Perennial",1,2017.76316097119,"Accepted",248115,"Hedychium coronarium",2006
"Hedychium gardnerianum",1,FALSE,248143,"Zingiberaceae","Hedychium","Perennial","Non-Woody","Non-Woody","Perennial",34,63591.4260983957,"Accepted",248143,"Hedychium gardnerianum",1617
"Hedysarum pestalozzae",1,FALSE,2841563,"Fabaceae","Hedysarum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hedysarum syriacum",1,FALSE,2841746,"Fabaceae","Hedysarum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Helenium autumnale",1,FALSE,3115760,"Asteraceae","Helenium","Perennial","Non-Woody","Non-Woody","Perennial",48,83663.2225922612,"Accepted",3115760,"Helenium autumnale",1807
"Helianthemum canariense",3,FALSE,2842317,"Cistaceae","Helianthemum","Perennial","Woody","Woody","Perennial",1,707.545967820154,"Accepted",2842317,"Helianthemum canariense",NA
"Helianthemum virgatum",1,FALSE,2842869,"Cistaceae","Helianthemum",NA,NA,"Woody","Perennial",2,5395.84386145789,"Accepted",2842869,"Helianthemum virgatum",NA
"Helianthus annuus",72,FALSE,2910966,"Asteraceae","Helianthus","Annual","Non-Woody","Non-Woody","Annual",2328,4094616.99374357,"Accepted",2910966,"Helianthus annuus",1780
"Helianthus atrorubens",1,FALSE,3121093,"Asteraceae","Helianthus","Perennial","Non-Woody","Non-Woody","Perennial",4,5302.35710239662,"Accepted",3121093,"Helianthus atrorubens",NA
"Helianthus debilis",2,FALSE,3120900,"Asteraceae","Helianthus",NA,"Non-Woody","Non-Woody","Perennial",29,51983.1418739504,"Accepted",3120900,"Helianthus debilis",1911
"Helianthus debilis subsp. cucumerifolius",1,FALSE,3120906,"Asteraceae","Helianthus",NA,NA,"Non-Woody","Perennial",29,51983.1418739504,"Accepted",3120906,"Helianthus debilis subsp. cucumerifolius",NA
"Helianthus decapetalus",1,FALSE,3120925,"Asteraceae","Helianthus","Perennial","Non-Woody","Non-Woody","Perennial",96,191522.023984088,"Accepted",3120925,"Helianthus decapetalus",1850
"Helianthus maximiliani",1,FALSE,3120963,"Asteraceae","Helianthus","Perennial","Non-Woody","Non-Woody","Perennial",3,3680.93638321526,"Accepted",3120963,"Helianthus maximiliani",1949
"Helianthus pauciflorus",1,FALSE,3120785,"Asteraceae","Helianthus","Perennial","Non-Woody","Non-Woody","Perennial",214,380723.764529113,"Accepted",3120785,"Helianthus pauciflorus",1700
"Helianthus petiolaris",1,FALSE,3121103,"Asteraceae","Helianthus","Annual","Non-Woody","Non-Woody","Annual",62,87101.3679069348,"Accepted",3121103,"Helianthus petiolaris",1880
"Helianthus salicifolius",1,FALSE,3121139,"Asteraceae","Helianthus","Perennial","Non-Woody","Non-Woody","Perennial",53,102182.88893332,"Accepted",3121139,"Helianthus salicifolius",1893
"Helianthus strumosus",1,FALSE,3121157,"Asteraceae","Helianthus",NA,NA,"Non-Woody","Perennial",11,19193.877082598,"Accepted",3121157,"Helianthus strumosus",1988
"Helianthus tuberosus",12,FALSE,2927111,"Asteraceae","Helianthus","Perennial","Non-Woody","Non-Woody","Perennial",2101,3847077.0064129,"Accepted",2927111,"Helianthus tuberosus",1607
"Helianthus × doronicoides",1,FALSE,3121174,"Asteraceae","Helianthus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Helianthus × laetiflorus",2,FALSE,3121189,"Asteraceae","Helianthus","Perennial","Non-Woody","Non-Woody","Perennial",372,694977.634074404,"Accepted",3121189,"Helianthus × laetiflorus",1902
"Helichrysum foetidum",1,FALSE,3091122,"Asteraceae","Helichrysum","Annual","Non-Woody","Non-Woody","Annual",68,134589.476628237,"Accepted",3091122,"Helichrysum foetidum",1868
"Helichrysum melaleucum",2,FALSE,3091487,"Asteraceae","Helichrysum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Helichrysum pallasii",6,FALSE,3091646,"Asteraceae","Helichrysum","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Helichrysum plicatum subsp. polyphyllum",1,FALSE,3091736,"Asteraceae","Helichrysum",NA,NA,"Woody","Perennial",4,7088.47926803583,"Accepted",3091736,"Helichrysum plicatum subsp. polyphyllum",NA
"Heliconia bihai",1,FALSE,248319,"Heliconiaceae","Heliconia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Heliconia bourgaeana",1,FALSE,248322,"Heliconiaceae","Heliconia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Heliophila africana",1,FALSE,2843442,"Brassicaceae","Heliophila","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Heliophila amplexicaulis",3,FALSE,2843445,"Brassicaceae","Heliophila","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",2843445,"Heliophila amplexicaulis",NA
"Heliophila coronopifolia",1,FALSE,2843480,"Brassicaceae","Heliophila","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",2843480,"Heliophila coronopifolia",NA
"Heliophila crithmifolia",1,FALSE,2843482,"Brassicaceae","Heliophila","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Heliopsis helianthoides",2,FALSE,3124282,"Asteraceae","Heliopsis","Perennial","Non-Woody","Non-Woody","Perennial",759,1381727.32671811,"Accepted",3124282,"Heliopsis helianthoides",1885
"Heliotropium bovei",1,FALSE,2843830,"Boraginaceae","Heliotropium",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Heliotropium circinatum",1,FALSE,2843895,"Boraginaceae","Heliotropium",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Heliotropium crispum",7,FALSE,2843932,"Boraginaceae","Heliotropium","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Heliotropium messerschmidioides",4,FALSE,2844243,"Boraginaceae","Heliotropium",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Heliotropium rotundifolium",2,FALSE,2844428,"Boraginaceae","Heliotropium",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Hemerocallis fulva",4,FALSE,277643,"Asphodelaceae","Hemerocallis","Perennial","Non-Woody","Non-Woody","Perennial",1509,2824438.87786789,"Accepted",277643,"Hemerocallis fulva",1750
"Heptapleurum actinophyllum",4,FALSE,540248,"Araliaceae","Heptapleurum","Perennial","Woody","Woody","Perennial",5,9252.46801299948,"Accepted",540248,"Heptapleurum actinophyllum",NA
"Heptapleurum arboricola",2,FALSE,98359,"Araliaceae","Heptapleurum","Perennial","Woody","Woody","Perennial",7,11800.7884617905,"Accepted",98359,"Heptapleurum arboricola",NA
"Heptaptera anisopetala",2,FALSE,2845868,"Apiaceae","Heptaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heracleum asperum",2,FALSE,2845917,"Apiaceae","Heracleum",NA,NA,"Non-Woody","Perennial",1,2125.4789909808,"Accepted",2845917,"Heracleum asperum",NA
"Heracleum mantegazzianum",14,FALSE,2846056,"Apiaceae","Heracleum","Perennial","Non-Woody","Non-Woody","Perennial",1443,2192835.74072565,"Accepted",2846056,"Heracleum mantegazzianum",1600
"Heracleum pastinacifolium",2,FALSE,2846106,"Apiaceae","Heracleum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Heracleum persicum",2,FALSE,2846111,"Apiaceae","Heracleum","Perennial","Non-Woody","Non-Woody","Perennial",351,323457.678455748,"Accepted",2846111,"Heracleum persicum",1777
"Heracleum trachyloma",2,FALSE,2846209,"Apiaceae","Heracleum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Herniaria hemistemon",1,FALSE,2846940,"Caryophyllaceae","Herniaria",NA,NA,"Non-Woody","Perennial",5,12143.7454220973,"Accepted",2846940,"Herniaria hemistemon",NA
"Hesperis bicuspidata",4,FALSE,2847359,"Brassicaceae","Hesperis","Perennial","Non-Woody","Non-Woody","Perennial",3,4603.03492993334,"Accepted",2847359,"Hesperis bicuspidata",NA
"Hesperis breviscapa",1,FALSE,2847370,"Brassicaceae","Hesperis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hesperis isatidea",3,FALSE,3228294,"Brassicaceae","Hesperis",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hesperis microcalyx",2,FALSE,2847578,"Brassicaceae","Hesperis",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hesperis pendula",1,FALSE,2847629,"Brassicaceae","Hesperis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hesperis thyrsoidea",1,FALSE,2847760,"Brassicaceae","Hesperis",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hesperocyparis arizonica",16,FALSE,457902,"Cupressaceae","Hesperocyparis","Perennial","Woody","Woody","Perennial",48,120852.440299799,"Accepted",457902,"Hesperocyparis arizonica",NA
"Hesperocyparis goveniana",2,FALSE,457907,"Cupressaceae","Hesperocyparis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hesperocyparis lusitanica",8,FALSE,457911,"Cupressaceae","Hesperocyparis","Perennial","Woody","Woody","Perennial",15,33454.1514640192,"Accepted",457911,"Hesperocyparis lusitanica",1650
"Hesperocyparis macrocarpa",21,FALSE,457913,"Cupressaceae","Hesperocyparis","Perennial","Woody","Woody","Perennial",49,77813.9700520705,"Accepted",457913,"Hesperocyparis macrocarpa",1961
"Heuchera glabra",1,FALSE,2848729,"Saxifragaceae","Heuchera","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Heuchera sanguinea",4,FALSE,2848854,"Saxifragaceae","Heuchera","Perennial","Non-Woody","Non-Woody","Perennial",189,289093.3435588,"Accepted",2848854,"Heuchera sanguinea",1875
"Heuchera villosa",1,FALSE,2848874,"Saxifragaceae","Heuchera","Perennial","Non-Woody","Non-Woody","Perennial",4,7211.01022096584,"Accepted",2848874,"Heuchera villosa",NA
"Hibiscus calyphyllus",2,FALSE,2849646,"Malvaceae","Hibiscus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hibiscus cannabinus",7,FALSE,2849657,"Malvaceae","Hibiscus","Annual","Non-Woody","Non-Woody","Annual",4,8924.7066521434,"Accepted",2849657,"Hibiscus cannabinus",NA
"Hibiscus moscheutos subsp. moscheutos",1,FALSE,3265223,"Malvaceae","Hibiscus","Perennial","Non-Woody","Non-Woody","Perennial",160,352721.202207137,"Accepted",3265223,"Hibiscus moscheutos subsp. moscheutos",NA
"Hibiscus mutabilis",1,FALSE,2850227,"Malvaceae","Hibiscus","Perennial","Woody","Woody","Perennial",8,14242.4992565619,"Accepted",2850227,"Hibiscus mutabilis",NA
"Hibiscus syriacus",15,FALSE,2850597,"Malvaceae","Hibiscus","Perennial","Woody","Woody","Perennial",978,1931547.99892675,"Accepted",2850597,"Hibiscus syriacus",1811
"Hibiscus × rosa-sinensis",25,FALSE,2850448,"Malvaceae","Hibiscus","Perennial","Woody","Woody","Perennial",62,109449.230365222,"Accepted",2850448,"Hibiscus × rosa-sinensis",NA
"Hieracium albiflorum",2,FALSE,3070920,"Asteraceae","Hieracium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hieracium jankae subsp. patentissimum",1,FALSE,3241426,"Asteraceae","Hieracium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hirtellina lobelii",1,FALSE,3040653,"Asteraceae","Hirtellina","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hordeum aegiceras",1,FALSE,419190,"Poaceae","Hordeum","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Hordeum brachyantherum",1,FALSE,419216,"Poaceae","Hordeum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,2011
"Hordeum jubatum",9,FALSE,419358,"Poaceae","Hordeum","Perennial","Non-Woody","Non-Woody","Perennial",924,1490712.41130729,"Accepted",419358,"Hordeum jubatum",1835
"Hordeum pusillum",2,FALSE,419482,"Poaceae","Hordeum","Annual","Non-Woody","Non-Woody","Annual",8,14807.137498408,"Accepted",419482,"Hordeum pusillum",1888
"Hordeum vulgare subsp. distichon",21,FALSE,419571,"Poaceae","Hordeum","Annual","Non-Woody","Non-Woody","Annual",1906,3349883.79748918,"Accepted",419571,"Hordeum vulgare subsp. distichon",1852
"Hormuzakia limbata",1,FALSE,2853352,"Boraginaceae","Hormuzakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hosta sieboldiana",1,FALSE,278494,"Asparagaceae","Hosta","Perennial","Non-Woody","Non-Woody","Perennial",110,148457.469318227,"Accepted",278494,"Hosta sieboldiana",1947
"Hosta ventricosa",2,FALSE,278507,"Asparagaceae","Hosta","Perennial","Non-Woody","Non-Woody","Perennial",16,24479.4095748409,"Accepted",278507,"Hosta ventricosa",1994
"Howea belmoreana",2,FALSE,100447,"Arecaceae","Howea","Perennial","Woody","Woody","Perennial",1,1467.00446759275,"Accepted",100447,"Howea belmoreana",NA
"Howea forsteriana",8,FALSE,100448,"Arecaceae","Howea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hoya carnosa",7,FALSE,506676,"Apocynaceae","Hoya","Perennial","Non-Woody","Non-Woody","Perennial",6,10994.3452919044,"Accepted",506676,"Hoya carnosa",NA
"Humulus scandens",3,FALSE,2855046,"Cannabaceae","Humulus","Annual","Non-Woody","Non-Woody","Annual",72,154629.431067847,"Accepted",2855046,"Humulus scandens",1815
"Hyacinthella lineata",1,FALSE,278529,"Asparagaceae","Hyacinthella","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hyacinthoides cedretorum",1,FALSE,457964,"Asparagaceae","Hyacinthoides","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hyacinthoides lingulata",1,FALSE,278553,"Asparagaceae","Hyacinthoides","Perennial","Non-Woody","Non-Woody","Perennial",1,5.99280871156919,"Accepted",278553,"Hyacinthoides lingulata",NA
"Hyacinthus orientalis",1,FALSE,278658,"Asparagaceae","Hyacinthus","Perennial","Non-Woody","Non-Woody","Perennial",984,1849387.26243801,"Accepted",278658,"Hyacinthus orientalis",1800
"Hyacinthus transcaspicus",1,FALSE,278702,"Asparagaceae","Hyacinthus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hydrangea arborescens",2,FALSE,2855594,"Hydrangeaceae","Hydrangea","Perennial","Woody","Woody","Perennial",94,171425.469006042,"Accepted",2855594,"Hydrangea arborescens",1850
"Hydrangea macrophylla",16,FALSE,2855720,"Hydrangeaceae","Hydrangea","Perennial","Woody","Woody","Perennial",514,999700.186852204,"Accepted",2855720,"Hydrangea macrophylla",1935
"Hydrangea xanthoneura",1,FALSE,2855837,"Hydrangeaceae","Hydrangea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hydrocotyle moschata",1,FALSE,2856193,"Araliaceae","Hydrocotyle","Perennial","Non-Woody","Non-Woody","Perennial",2,5055.81519538898,"Accepted",2856193,"Hydrocotyle moschata",1958
"Hydrocotyle novae-zeelandiae",1,FALSE,2856209,"Araliaceae","Hydrocotyle",NA,NA,"Non-Woody","Perennial",2,2096.95683674209,"Accepted",2856209,"Hydrocotyle novae-zeelandiae",1961
"Hydrocotyle ranunculoides",1,FALSE,2856276,"Araliaceae","Hydrocotyle","Perennial","Non-Woody","Non-Woody","Perennial",185,330631.603640923,"Accepted",2856276,"Hydrocotyle ranunculoides",1984
"Hydrocotyle umbellata",2,FALSE,2856369,"Araliaceae","Hydrocotyle","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hydrocotyle verticillata",2,FALSE,2856386,"Araliaceae","Hydrocotyle","Perennial","Non-Woody","Non-Woody","Perennial",8,10125.3110992641,"Accepted",2856386,"Hydrocotyle verticillata",2009
"Hylotelephium cauticola",1,FALSE,2856965,"Crassulaceae","Hylotelephium",NA,NA,"Non-Woody","Perennial",9,16007.2816020591,"Accepted",2856965,"Hylotelephium cauticola",NA
"Hylotelephium erythrostictum",1,FALSE,2856968,"Crassulaceae","Hylotelephium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hylotelephium ewersii",2,FALSE,2856971,"Crassulaceae","Hylotelephium","Perennial","Non-Woody","Non-Woody","Perennial",120,164984.879454132,"Accepted",2856971,"Hylotelephium ewersii",1887
"Hylotelephium pallescens",1,FALSE,2856984,"Crassulaceae","Hylotelephium","Perennial","Non-Woody","Non-Woody","Perennial",2,3798.4680632094,"Accepted",2856984,"Hylotelephium pallescens",NA
"Hylotelephium populifolium",1,FALSE,2856988,"Crassulaceae","Hylotelephium","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Hylotelephium spectabile",7,FALSE,2856999,"Crassulaceae","Hylotelephium","Perennial","Non-Woody","Non-Woody","Perennial",387,629457.43649638,"Accepted",2856999,"Hylotelephium spectabile",1866
"Hymenoxys hoopesii",1,FALSE,3115856,"Asteraceae","Hymenoxys","Perennial","Non-Woody","Non-Woody","Perennial",3,5158.48224165359,"Accepted",3115856,"Hymenoxys hoopesii",NA
