"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr"
"Leucanthemum atratum",4,TRUE,3112578,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",60,112155.876358257,"Accepted",3112578,"Leucanthemum atratum",NA
"Leucanthemum coronopifolium",1,TRUE,3112587,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",33,64618.4913921437,"Accepted",3112587,"Leucanthemum coronopifolium",NA
"Leucanthemum graminifolium",1,TRUE,3112635,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",33,87221.4888977921,"Accepted",3112635,"Leucanthemum graminifolium",NA
"Leucanthemum halleri",4,TRUE,3112640,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",59,94806.6296011212,"Accepted",3112640,"Leucanthemum halleri",NA
"Leucanthemum ircutianum",4,TRUE,3112265,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",799,1552856.3845295,"Accepted",3112265,"Leucanthemum ircutianum",NA
"Leucanthemum maximum",14,TRUE,3112707,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",309,637614.452955416,"Accepted",3112707,"Leucanthemum maximum",1957
"Leucanthemum monspeliense",1,TRUE,3112720,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",39,101535.25521807,"Accepted",3112720,"Leucanthemum monspeliense",NA
"Leucanthemum pallens",2,TRUE,3112732,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",134,349541.082140257,"Accepted",3112732,"Leucanthemum pallens",NA
"Leucanthemum rotundifolium",2,TRUE,3112753,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",23,41037.0439893968,"Accepted",3112753,"Leucanthemum rotundifolium",NA
"Leucanthemum sylvaticum",1,TRUE,3208166,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",18,41369.9076291911,"Accepted",3208166,"Leucanthemum sylvaticum",NA
"Leucanthemum vulgare",141,TRUE,3112766,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",3705,5554799.76739824,"Accepted",3112766,"Leucanthemum vulgare",1600
"Leucojum aestivum",3,TRUE,280491,"Amaryllidaceae","Leucojum","Perennial","Non-Woody","Non-Woody","Perennial",660,1186084.07196473,"Accepted",280491,"Leucojum aestivum",1800
"Leucojum vernum",5,TRUE,280568,"Amaryllidaceae","Leucojum","Perennial","Non-Woody","Non-Woody","Perennial",1022,1809078.26559518,"Accepted",280568,"Leucojum vernum",1834
"Levisticum officinale",17,FALSE,2341672,"Apiaceae","Levisticum","Perennial","Non-Woody","Non-Woody","Perennial",1636,2839147.23090229,"Accepted",2341672,"Levisticum officinale",1600
"Leycesteria formosa",4,FALSE,2337367,"Caprifoliaceae","Leycesteria","Perennial","Woody","Woody","Perennial",516,954822.97857778,"Accepted",2337367,"Leycesteria formosa",1905
"Leymus angustus",3,FALSE,422567,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",3,6680.85539380351,"Accepted",422567,"Leymus angustus",NA
"Leymus arenarius",52,TRUE,422570,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",1537,1694880.12452409,"Accepted",422570,"Leymus arenarius",NA
"Leymus chinensis",1,FALSE,422581,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",1,2083.79805788206,"Accepted",422581,"Leymus chinensis",NA
"Leymus condensatus",1,FALSE,422584,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Leymus mollis",2,FALSE,422612,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",1,797.291116466899,"Accepted",422612,"Leymus mollis",2010
"Leymus racemosus",10,TRUE,422635,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",143,257384.870777761,"Accepted",422635,"Leymus racemosus",1976
"Leymus ramosus",2,TRUE,422640,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",39,68827.6342831203,"Accepted",422640,"Leymus ramosus",NA
"Leymus secalinus",1,FALSE,422647,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Libanotis pyrenaica subsp. pyrenaica",38,TRUE,3259176,"Apiaceae","Libanotis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,1600
"Ligularia fischeri",2,FALSE,3077211,"Asteraceae","Ligularia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Ligularia macrophylla",1,FALSE,3077389,"Asteraceae","Ligularia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Ligularia sibirica",5,TRUE,3077506,"Asteraceae","Ligularia",NA,NA,"Non-Woody","Perennial",264,387237.416270551,"Accepted",3077506,"Ligularia sibirica",1900
"Ligularia sichotensis",1,FALSE,3077451,"Asteraceae","Ligularia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Ligusticum lucidum",8,TRUE,2344115,"Apiaceae","Ligusticum","Perennial","Non-Woody","Non-Woody","Perennial",79,214611.175766878,"Accepted",2344115,"Ligusticum lucidum",NA
"Ligusticum scothicum",6,TRUE,2343883,"Apiaceae","Ligusticum",NA,NA,"Non-Woody","Perennial",459,281985.514218931,"Accepted",2343883,"Ligusticum scothicum",1968
"Ligustrum henryi",1,FALSE,354190,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Ligustrum ibota",1,FALSE,354204,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",1,3572.22449349669,"Accepted",354204,"Ligustrum ibota",NA
"Ligustrum japonicum",4,FALSE,354176,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",68,155411.148355393,"Accepted",354176,"Ligustrum japonicum",1998
"Ligustrum lucidum",6,FALSE,354188,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",429,1019064.49346517,"Accepted",354188,"Ligustrum lucidum",1920
"Ligustrum obtusifolium",1,FALSE,354228,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",12,26040.2562407338,"Accepted",354228,"Ligustrum obtusifolium",NA
"Ligustrum ovalifolium",28,FALSE,354221,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",712,1393251.82178522,"Accepted",354221,"Ligustrum ovalifolium",1880
"Ligustrum sinense",3,FALSE,353849,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",147,326818.41248552,"Accepted",353849,"Ligustrum sinense",2005
"Ligustrum vulgare",103,TRUE,353907,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",2100,4024085.54138175,"Accepted",353907,"Ligustrum vulgare",1791
"Lilium bulbiferum",2,TRUE,280683,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",1517,2519789.66318195,"Accepted",280683,"Lilium bulbiferum",1740
"Lilium canadense",1,FALSE,280672,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",2,2467.01705303524,"Accepted",280672,"Lilium canadense",NA
"Lilium candidum",10,TRUE,280671,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",617,1394265.84718962,"Accepted",280671,"Lilium candidum",1804
"Lilium carniolicum",2,TRUE,280679,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",29,57511.9924226717,"Accepted",280679,"Lilium carniolicum",NA
"Lilium longiflorum",1,FALSE,280023,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",1,645.959024163456,"Accepted",280023,"Lilium longiflorum",NA
"Lilium martagon",12,TRUE,279985,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",1983,3490741.06162035,"Accepted",279985,"Lilium martagon",1670
"Lilium speciosum",2,FALSE,280228,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",2,3852.47730010868,"Accepted",280228,"Lilium speciosum",NA
"Lilium × elegans",1,FALSE,279974,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limbarda crithmoides",19,TRUE,3113963,"Asteraceae","Limbarda","Perennial",NA,NA,"Perennial",324,529933.893959914,"Accepted",3113963,"Limbarda crithmoides",NA
"Limnanthes alba",1,FALSE,2347442,"Limnanthaceae","Limnanthes","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Limnanthes douglasii",2,FALSE,2347431,"Limnanthaceae","Limnanthes","Annual","Non-Woody","Non-Woody","Annual",211,319550.251506752,"Accepted",2347431,"Limnanthes douglasii",1870
"Limoniastrum guyonianum",2,FALSE,2495501,"Plumbaginaceae","Limoniastrum",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limoniastrum monopetalum",10,TRUE,2495505,"Plumbaginaceae","Limoniastrum","Perennial","Woody","Woody","Perennial",154,255509.09970168,"Accepted",2495505,"Limoniastrum monopetalum",1982
"Limonium algarvense",4,TRUE,2495465,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",12,21090.8557177512,"Accepted",2495465,"Limonium algarvense",NA
"Limonium angustebracteatum",1,TRUE,2495557,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",10,22753.4423285346,"Accepted",2495557,"Limonium angustebracteatum",NA
"Limonium arboreum",1,FALSE,2996585,"Plumbaginaceae","Limonium","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium auriculae-ursifolium",1,TRUE,2867980,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",25,42620.3764387659,"Accepted",2867980,"Limonium auriculae-ursifolium",NA
"Limonium bellidifolium",9,TRUE,2495562,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",107,189527.088033461,"Accepted",2495562,"Limonium bellidifolium",NA
"Limonium binervosum",4,TRUE,2495520,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",104,136590.218378179,"Accepted",2495520,"Limonium binervosum",NA
"Limonium bonduellei",1,TRUE,2495532,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",3,4135.92177979101,"Accepted",2495532,"Limonium bonduellei",1949
"Limonium brassicifolium subsp. macropterum",1,FALSE,2495524,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium bungei",1,TRUE,2902227,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",12,26330.670072976,"Accepted",2902227,"Limonium bungei",NA
"Limonium caesium",1,TRUE,2495335,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",13,34087.4207831073,"Accepted",2495335,"Limonium caesium",NA
"Limonium cancellatum",1,TRUE,2495331,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",16,20892.097376883,"Accepted",2495331,"Limonium cancellatum",NA
"Limonium carnosum",1,FALSE,2495349,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium carpetanicum",2,TRUE,2495346,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",3,10998.3389891199,"Accepted",2495346,"Limonium carpetanicum",NA
"Limonium catalaunicum",1,TRUE,2495301,"Plumbaginaceae","Limonium",NA,"Non-Woody","Non-Woody","Perennial",15,43903.729418238,"Accepted",2495301,"Limonium catalaunicum",NA
"Limonium confusum",2,TRUE,2495307,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",1,3232.17006175939,"Accepted",2495307,"Limonium confusum",NA
"Limonium cordatum",4,TRUE,2495413,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",13,23420.2129939499,"Accepted",2495413,"Limonium cordatum",NA
"Limonium coriarium",4,TRUE,3306113,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",1072,1932119.45033503,"Accepted",3306113,"Limonium coriarium",1952
"Limonium cossonianum",1,TRUE,2495403,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",16,36548.807056836,"Accepted",2495403,"Limonium cossonianum",NA
"Limonium costae",2,TRUE,2495401,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",21,69833.597002938,"Accepted",2495401,"Limonium costae",NA
"Limonium cymuliferum",2,FALSE,2495429,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",9,22197.2646750598,"Accepted",2495429,"Limonium cymuliferum",NA
"Limonium delicatulum",2,TRUE,2495419,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",40,105481.424371324,"Accepted",2495419,"Limonium delicatulum",NA
"Limonium densissimum",2,TRUE,2495371,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",7,14567.4508440884,"Accepted",2495371,"Limonium densissimum",NA
"Limonium dichotomum",7,TRUE,2493559,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",9,32488.1803707826,"Accepted",2493559,"Limonium dichotomum",NA
"Limonium dodartii",1,TRUE,2493594,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",35,60350.8612628811,"Accepted",2493594,"Limonium dodartii",NA
"Limonium duriusculum",1,TRUE,2495393,"Plumbaginaceae","Limonium",NA,"Non-Woody","Non-Woody","Perennial",15,32870.6413073803,"Accepted",2495393,"Limonium duriusculum",NA
"Limonium echioides",1,TRUE,2495385,"Plumbaginaceae","Limonium","Annual","Non-Woody","Non-Woody","Annual",114,283981.66839667,"Accepted",2495385,"Limonium echioides",NA
"Limonium emarginatum",1,TRUE,2495633,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",2,2316.58511559028,"Accepted",2495633,"Limonium emarginatum",NA
"Limonium girardianum",2,TRUE,2495742,"Plumbaginaceae","Limonium",NA,"Non-Woody","Non-Woody","Perennial",22,43490.2354440968,"Accepted",2495742,"Limonium girardianum",NA
"Limonium gmelini",13,TRUE,2495733,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",170,305583.572304056,"Accepted",2495733,"Limonium gmelini",NA
"Limonium graecum",1,TRUE,2495755,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium humile",2,TRUE,2495850,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",118,140034.867212786,"Accepted",2495850,"Limonium humile",NA
"Limonium hungaricum",5,TRUE,2495849,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",1,2770.94829252514,"Accepted",2495849,"Limonium hungaricum",NA
"Limonium insigne",2,TRUE,2495873,"Plumbaginaceae","Limonium","Perennial","Woody","Woody","Perennial",12,27440.6634797946,"Accepted",2495873,"Limonium insigne",NA
"Limonium lobatum",3,TRUE,2495823,"Plumbaginaceae","Limonium","Annual","Non-Woody","Non-Woody","Annual",14,37919.6056752865,"Accepted",2495823,"Limonium lobatum",1957
"Limonium macrophyllum",1,FALSE,2495628,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium melitense",1,TRUE,2495648,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium minutum",1,TRUE,2495592,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",21,17636.986000591,"Accepted",2495592,"Limonium minutum",NA
"Limonium mouretii",1,FALSE,2495605,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium narbonense",15,TRUE,2495615,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",138,229446.438087111,"Accepted",2495615,"Limonium narbonense",NA
"Limonium obtusifolium",1,TRUE,2495701,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",7,4170.10913675733,"Accepted",2495701,"Limonium obtusifolium",NA
"Limonium ovalifolium",3,TRUE,2495719,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",62,138197.577660404,"Accepted",2495719,"Limonium ovalifolium",NA
"Limonium pectinatum",8,FALSE,2495664,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",1,3684.93576702579,"Accepted",2495664,"Limonium pectinatum",NA
"Limonium pontium",1,TRUE,2495679,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",1,1111.13499819077,"Accepted",2495679,"Limonium pontium",NA
"Limonium pruinosum",1,FALSE,2494912,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium ramosissimum",2,TRUE,2494870,"Plumbaginaceae","Limonium","Perennial",NA,"Non-Woody","Perennial",5,4976.4959112141,"Accepted",2494870,"Limonium ramosissimum",NA
"Limonium sareptanum",3,TRUE,2902226,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",38,71123.5937274882,"Accepted",2902226,"Limonium sareptanum",NA
"Limonium scoparium",7,TRUE,2495006,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",50,81231.0935867986,"Accepted",2495006,"Limonium scoparium",NA
"Limonium secundirameum",1,TRUE,2495003,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium sinuatum",9,TRUE,2494945,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",360,732345.353753372,"Accepted",2494945,"Limonium sinuatum",1835
"Limonium sinuatum subsp. beaumierianum",1,FALSE,2930470,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium supinum",1,TRUE,2494938,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",29,90348.1561791868,"Accepted",2494938,"Limonium supinum",NA
"Limonium thiniense",1,TRUE,2494761,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",11,27738.3258637744,"Accepted",2494761,"Limonium thiniense",NA
"Limonium toletanum",1,TRUE,2494792,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",3,10772.9164420614,"Accepted",2494792,"Limonium toletanum",NA
"Limonium tomentellum",2,TRUE,2494791,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",50,93577.8562351278,"Accepted",2494791,"Limonium tomentellum",NA
"Limonium tournefortii",1,TRUE,2494789,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",17,50939.1038186567,"Accepted",2494789,"Limonium tournefortii",NA
"Limonium tuberculatum",2,FALSE,2494781,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Limonium virgatum",7,TRUE,2494736,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",97,135359.510447722,"Accepted",2494736,"Limonium virgatum",NA
"Limonium vulgare",28,TRUE,2494745,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",335,496222.744885767,"Accepted",2494745,"Limonium vulgare",NA
"Limosella aquatica",6,TRUE,2498168,"Scrophulariaceae","Limosella","Perennial","Non-Woody","Non-Woody","Perennial",1246,1916787.56299325,"Accepted",2498168,"Limosella aquatica",NA
"Linaria alpina",3,TRUE,2497933,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",286,603843.679457904,"Accepted",2497933,"Linaria alpina",NA
"Linaria angustissima",4,TRUE,2498042,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",126,253222.855285939,"Accepted",2498042,"Linaria angustissima",1835
"Linaria arvensis",2,TRUE,2498059,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",391,897361.74597389,"Accepted",2498059,"Linaria arvensis",NA
"Linaria biebersteinii subsp. ruthenica",1,TRUE,2498002,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",22,52385.3235106449,"Accepted",2498002,"Linaria biebersteinii subsp. ruthenica",NA
"Linaria capraria",1,TRUE,2497989,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",3,1103.63749204658,"Accepted",2497989,"Linaria capraria",NA
"Linaria corifolia",3,FALSE,2499483,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Linaria cretacea",1,TRUE,2499476,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",25,43554.1278739003,"Accepted",2499476,"Linaria cretacea",NA
"Linaria dalmatica",13,TRUE,2499479,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",119,219570.657726158,"Accepted",2499479,"Linaria dalmatica",1875
"Linaria genistifolia",27,TRUE,2499565,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",492,951237.89674633,"Accepted",2499565,"Linaria genistifolia",1870
"Linaria genistifolia subsp. euxina",1,TRUE,2499545,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",492,951237.89674633,"Accepted",2499545,"Linaria genistifolia subsp. euxina",NA
"Linaria genistifolia subsp. sofiana",1,TRUE,2499519,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",492,951237.89674633,"Accepted",2499519,"Linaria genistifolia subsp. sofiana",NA
"Linaria gharbensis",2,TRUE,2499517,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",4,8458.38938801396,"Accepted",2499517,"Linaria gharbensis",NA
"Linaria grandiflora",1,TRUE,2499529,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",4,10050.4296676549,"Accepted",2499529,"Linaria grandiflora",NA
"Linaria loeselii",1,TRUE,2499303,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",9,6400.65310245793,"Accepted",2499303,"Linaria loeselii",NA
"Linaria maroccana",2,FALSE,2499403,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",435,738877.329033748,"Accepted",2499403,"Linaria maroccana",1895
"Linaria multicaulis subsp. heterophylla",2,FALSE,2499369,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",2,3350.02516843781,"Accepted",2499369,"Linaria multicaulis subsp. heterophylla",NA
"Linaria nivea",2,TRUE,2499389,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",17,60618.8488282288,"Accepted",2499389,"Linaria nivea",NA
"Linaria odora",2,TRUE,2499635,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",56,113842.844161467,"Accepted",2499635,"Linaria odora",NA
"Linaria pedunculata",1,TRUE,2499766,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",24,43905.653553624,"Accepted",2499766,"Linaria pedunculata",NA
"Linaria pelisseriana",1,TRUE,2499769,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",237,485763.277658082,"Accepted",2499769,"Linaria pelisseriana",1837
"Linaria polygalifolia",1,TRUE,2499764,"Plantaginaceae","Linaria",NA,NA,"Non-Woody","Perennial",27,36610.6759348578,"Accepted",2499764,"Linaria polygalifolia",NA
"Linaria propinqua",1,TRUE,2499812,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",23,58566.2864808376,"Accepted",2499812,"Linaria propinqua",NA
"Linaria purpurea",14,TRUE,2499859,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",587,953074.886864891,"Accepted",2499859,"Linaria purpurea",1830
"Linaria reflexa",4,TRUE,2499869,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",40,85953.3921947792,"Accepted",2499869,"Linaria reflexa",1834
"Linaria repens",20,TRUE,2499819,"Plantaginaceae","Linaria",NA,"Non-Woody","Non-Woody","Perennial",930,1687222.95930355,"Accepted",2499819,"Linaria repens",1670
"Linaria saxatilis",2,TRUE,2499636,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",92,255549.844512418,"Accepted",2499636,"Linaria saxatilis",1864
"Linaria simplex",3,TRUE,2499647,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",293,696760.683693516,"Accepted",2499647,"Linaria simplex",1882
"Linaria supina",5,TRUE,2499603,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",372,880421.828641538,"Accepted",2499603,"Linaria supina",1833
"Linaria thymifolia",3,TRUE,2499730,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",17,33388.5789273106,"Accepted",2499730,"Linaria thymifolia",NA
"Linaria triornithophora",4,TRUE,2499671,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",81,193935.566126732,"Accepted",2499671,"Linaria triornithophora",1915
"Linaria triphylla",1,TRUE,2499670,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",78,141153.290035268,"Accepted",2499670,"Linaria triphylla",NA
"Linaria viscosa",2,TRUE,2499675,"Plantaginaceae","Linaria","Annual","Non-Woody","Non-Woody","Annual",35,98057.0443216141,"Accepted",2499675,"Linaria viscosa",NA
"Linaria vulgaris",65,TRUE,2498895,"Plantaginaceae","Linaria","Perennial","Non-Woody","Non-Woody","Perennial",3860,6070177.18255959,"Accepted",2498895,"Linaria vulgaris",1828
"Lindelofia longiflora",1,FALSE,2342811,"Boraginaceae","Lindelofia","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2342811,"Lindelofia longiflora",NA
"Linnaea borealis",6,TRUE,2337127,"Caprifoliaceae","Linnaea","Perennial",NA,NA,"Perennial",2057,2155426.05209371,"Accepted",2337127,"Linnaea borealis",NA
"Linum africanum",1,FALSE,2347389,"Linaceae","Linum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Linum album",1,FALSE,2347341,"Linaceae","Linum",NA,NA,"Non-Woody","Perennial",1,2975.15850957468,"Accepted",2347341,"Linum album",NA
"Linum alpinum",2,TRUE,2347345,"Linaceae","Linum",NA,NA,"Non-Woody","Perennial",218,509608.668165833,"Accepted",2347345,"Linum alpinum",NA
"Linum austriacum",7,TRUE,2347528,"Linaceae","Linum","Perennial","Non-Woody","Non-Woody","Perennial",587,1157456.55729107,"Accepted",2347528,"Linum austriacum",1860
"Linum bienne",3,TRUE,2348601,"Linaceae","Linum","Perennial","Non-Woody","Non-Woody","Perennial",657,1432092.77142816,"Accepted",2348601,"Linum bienne",2002
"Linum campanulatum",2,TRUE,2348526,"Linaceae","Linum","Perennial",NA,"Non-Woody","Perennial",68,176623.755493879,"Accepted",2348526,"Linum campanulatum",NA
"Linum capitatum",1,TRUE,2348530,"Linaceae","Linum","Perennial","Non-Woody","Non-Woody","Perennial",17,47947.5299707665,"Accepted",2348530,"Linum capitatum",NA
"Linum catharticum",11,TRUE,2348507,"Linaceae","Linum","Annual","Non-Woody","Non-Woody","Annual",1825,2928251.18034221,"Accepted",2348507,"Linum catharticum",NA
"Linum corymbulosum",1,TRUE,2347582,"Linaceae","Linum","Annual","Non-Woody","Non-Woody","Annual",52,111449.824560654,"Accepted",2347582,"Linum corymbulosum",NA
