"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle"
"Nepeta parnassica",1,TRUE,134874,"Lamiaceae","Nepeta","Perennial","Non-Woody","Non-Woody","Perennial"
"Nepeta racemosa",3,FALSE,134920,"Lamiaceae","Nepeta","Perennial","Non-Woody","Non-Woody","Perennial"
"Nepeta sibirica",1,FALSE,134974,"Lamiaceae","Nepeta","Perennial","Non-Woody","Non-Woody","Perennial"
"Nepeta spruneri",1,TRUE,134991,"Lamiaceae","Nepeta","Perennial","Non-Woody","Non-Woody","Perennial"
"Nepeta tuberosa",2,TRUE,135050,"Lamiaceae","Nepeta","Perennial","Non-Woody","Non-Woody","Perennial"
"Nepeta ucranica",2,TRUE,135060,"Lamiaceae","Nepeta","Perennial","Non-Woody","Non-Woody","Perennial"
"Nepeta ucranica subsp. parviflora",4,TRUE,135062,"Lamiaceae","Nepeta",NA,NA,"Non-Woody","Perennial"
"Nephrolepis exaltata",6,FALSE,3152952,"Polypodiaceae","Nephrolepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Nerium oleander",77,TRUE,135196,"Apocynaceae","Nerium","Perennial","Woody","Woody","Perennial"
"Neslia paniculata",14,TRUE,2381087,"Brassicaceae","Neslia","Annual","Non-Woody","Non-Woody","Annual"
"Nicandra physalodes",1,FALSE,2383030,"Solanaceae","Nicandra","Annual","Non-Woody","Non-Woody","Annual"
"Nicotiana alata",5,FALSE,2382861,"Solanaceae","Nicotiana","Perennial","Non-Woody","Non-Woody","Perennial"
"Nicotiana glauca",23,FALSE,2382892,"Solanaceae","Nicotiana","Perennial","Woody","Woody","Perennial"
"Nicotiana rustica",6,FALSE,2382315,"Solanaceae","Nicotiana","Annual","Non-Woody","Non-Woody","Annual"
"Nicotiana sylvestris",3,FALSE,2385612,"Solanaceae","Nicotiana",NA,"Non-Woody","Non-Woody","Annual"
"Nicotiana tabacum",60,FALSE,2382275,"Solanaceae","Nicotiana","Annual","Non-Woody","Non-Woody","Annual"
"Nidorella ivifolia",1,FALSE,3097659,"Asteraceae","Nidorella",NA,"Non-Woody","Non-Woody",NA
"Nierembergia linariifolia var. linariifolia",1,FALSE,3257736,"Solanaceae","Nierembergia",NA,NA,NA,NA
"Nigella arvensis",11,TRUE,2381639,"Ranunculaceae","Nigella","Annual","Non-Woody","Non-Woody","Annual"
"Nigella ciliaris",1,FALSE,2381617,"Ranunculaceae","Nigella",NA,NA,"Non-Woody","Annual"
"Nigella damascena",10,TRUE,2381631,"Ranunculaceae","Nigella","Annual","Non-Woody","Non-Woody","Annual"
"Nigella hispanica",2,TRUE,2381700,"Ranunculaceae","Nigella","Annual","Non-Woody","Non-Woody","Annual"
"Nigella nigellastrum",1,TRUE,2381731,"Ranunculaceae","Nigella","Annual","Non-Woody","Non-Woody","Annual"
"Nigella orientalis",1,TRUE,2381720,"Ranunculaceae","Nigella","Annual","Non-Woody","Non-Woody","Annual"
"Nigella sativa",6,TRUE,2381679,"Ranunculaceae","Nigella","Annual","Non-Woody","Non-Woody","Annual"
"Nitraria schoberi",2,TRUE,2382411,"Nitrariaceae","Nitraria","Perennial","Woody","Woody","Perennial"
"Noaea mucronata",7,TRUE,2378230,"Amaranthaceae","Noaea","Perennial","Woody","Woody","Perennial"
"Noccaea alpestris",1,TRUE,2381319,"Brassicaceae","Noccaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Noccaea brevistyla",1,TRUE,2381291,"Brassicaceae","Noccaea",NA,NA,"Non-Woody","Perennial"
"Noccaea caerulescens",7,TRUE,2381293,"Brassicaceae","Noccaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Noccaea caerulescens subsp. brachypetala",6,TRUE,2381276,"Brassicaceae","Noccaea",NA,NA,"Non-Woody","Perennial"
"Noccaea cepaeifolia",1,TRUE,2381290,"Brassicaceae","Noccaea",NA,NA,"Non-Woody","Perennial"
"Noccaea dacica",1,TRUE,2381128,"Brassicaceae","Noccaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Noccaea goesingensis",1,TRUE,2381143,"Brassicaceae","Noccaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Noccaea iberidea",1,FALSE,2914449,"Brassicaceae","Noccaea",NA,"Non-Woody","Non-Woody","Perennial"
"Noccaea jankae",1,TRUE,2381137,"Brassicaceae","Noccaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Noccaea montana",5,TRUE,2381101,"Brassicaceae","Noccaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Noccaea perfoliata",13,TRUE,3002727,"Brassicaceae","Noccaea","Annual","Non-Woody","Non-Woody","Annual"
"Noccaea praecox",1,TRUE,2381116,"Brassicaceae","Noccaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Noccaea rosularis",1,FALSE,3002752,"Brassicaceae","Noccaea",NA,NA,"Non-Woody","Perennial"
"Noccaea stenoptera",1,TRUE,2381176,"Brassicaceae","Noccaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Nolana humifusa",1,FALSE,2382180,"Solanaceae","Nolana",NA,"Non-Woody","Non-Woody",NA
"Nolana paradoxa",1,FALSE,2868036,"Solanaceae","Nolana",NA,"Non-Woody","Non-Woody",NA
"Nonea lutea",4,TRUE,2380021,"Boraginaceae","Nonea","Annual","Non-Woody","Non-Woody","Annual"
"Nonea persica",2,FALSE,2379980,"Boraginaceae","Nonea","Perennial","Non-Woody","Non-Woody","Perennial"
"Nonea pulla",11,TRUE,2379973,"Boraginaceae","Nonea","Perennial","Non-Woody","Non-Woody","Perennial"
"Nonea pulla subsp. pulla",6,TRUE,3257696,"Boraginaceae","Nonea","Perennial","Non-Woody","Non-Woody","Perennial"
"Nonea rosea",1,FALSE,2379991,"Boraginaceae","Nonea","Annual","Non-Woody","Non-Woody","Annual"
"Nonea stenosolen",1,FALSE,2380041,"Boraginaceae","Nonea",NA,NA,"Non-Woody","Annual"
"Nonea versicolor",1,FALSE,2380070,"Boraginaceae","Nonea","Annual","Non-Woody","Non-Woody","Annual"
"Nonea vesicaria",2,TRUE,2380069,"Boraginaceae","Nonea","Annual","Non-Woody","Non-Woody","Annual"
"Notobasis syriaca",12,TRUE,3043365,"Asteraceae","Notobasis","Annual","Non-Woody","Non-Woody","Annual"
"Notothlaspi rosulatum",1,FALSE,2381168,"Brassicaceae","Notothlaspi",NA,NA,NA,NA
"Nuphar lutea",10,TRUE,2384511,"Nymphaeaceae","Nuphar","Perennial","Non-Woody","Non-Woody","Perennial"
"Nuphar pumila",1,TRUE,2383377,"Nymphaeaceae","Nuphar","Perennial","Non-Woody","Non-Woody","Perennial"
"Nymphaea alba",10,TRUE,2383355,"Nymphaeaceae","Nymphaea","Perennial","Non-Woody","Non-Woody","Perennial"
"Nymphoides peltata",5,TRUE,2384918,"Menyanthaceae","Nymphoides","Perennial","Non-Woody","Non-Woody","Perennial"
"Ochthodium aegyptiacum",2,FALSE,2392888,"Brassicaceae","Ochthodium","Annual","Non-Woody","Non-Woody","Annual"
"Ocimum basilicum",21,FALSE,136820,"Lamiaceae","Ocimum","Annual","Non-Woody","Non-Woody","Annual"
"Oclemena acuminata",1,FALSE,3094809,"Asteraceae","Oclemena","Perennial","Non-Woody","Non-Woody","Perennial"
"Ocotea foetens",13,FALSE,2385993,"Lauraceae","Ocotea","Perennial","Woody","Woody","Perennial"
"Odontarrhena alpestris",1,TRUE,2392881,"Brassicaceae","Odontarrhena","Perennial",NA,"Non-Woody","Perennial"
"Odontarrhena muralis",11,TRUE,2392917,"Brassicaceae","Odontarrhena",NA,"Non-Woody","Non-Woody","Perennial"
"Odontarrhena tortuosa",3,TRUE,2392926,"Brassicaceae","Odontarrhena",NA,"Non-Woody","Non-Woody","Perennial"
"Odontarrhena tortuosa subsp. cretacea",1,TRUE,3009910,"Brassicaceae","Odontarrhena",NA,NA,"Non-Woody","Perennial"
"Odontites cebennensis",1,TRUE,2396891,"Orobanchaceae","Odontites",NA,NA,NA,NA
"Odontites lanceolatus",1,TRUE,2396920,"Orobanchaceae","Odontites",NA,NA,NA,NA
"Odontites litoralis",3,TRUE,2396908,"Orobanchaceae","Odontites",NA,NA,NA,NA
"Odontites luteus",16,TRUE,2396902,"Orobanchaceae","Odontites",NA,NA,NA,NA
"Odontites vernus",8,TRUE,2397090,"Orobanchaceae","Odontites",NA,NA,NA,NA
"Odontites vulgaris",17,TRUE,2397081,"Orobanchaceae","Odontites",NA,NA,NA,NA
"Oemleria cerasiformis",1,FALSE,2951813,"Rosaceae","Oemleria","Perennial","Woody","Woody","Perennial"
"Oenanthe aquatica",21,TRUE,2391299,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenanthe banatica",1,TRUE,2391295,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenanthe crocata",11,TRUE,2391320,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenanthe fistulosa",6,TRUE,2391314,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenanthe globulosa",2,TRUE,2389913,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenanthe lachenalii",2,TRUE,2390065,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenanthe peucedanifolia",1,TRUE,2390029,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenanthe pimpinelloides",2,TRUE,2390741,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenanthe silaifolia",5,TRUE,2390773,"Apiaceae","Oenanthe","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera acaulis",2,FALSE,2399094,"Onagraceae","Oenothera","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera biennis",22,FALSE,2399189,"Onagraceae","Oenothera","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera curtiflora",1,FALSE,2607975,"Onagraceae","Oenothera","Annual","Non-Woody","Non-Woody","Annual"
"Oenothera fruticosa",1,FALSE,2398887,"Onagraceae","Oenothera","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera glazioviana",4,FALSE,2398876,"Onagraceae","Oenothera","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera laciniata",1,FALSE,2398970,"Onagraceae","Oenothera","Annual","Non-Woody","Non-Woody","Annual"
"Oenothera lindheimeri",2,FALSE,2607987,"Onagraceae","Oenothera","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera mollissima",1,FALSE,2399419,"Onagraceae","Oenothera","Annual","Non-Woody","Non-Woody","Annual"
"Oenothera oakesiana",1,FALSE,2399395,"Onagraceae","Oenothera","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera parviflora",5,FALSE,2399366,"Onagraceae","Oenothera","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera speciosa",1,FALSE,2399493,"Onagraceae","Oenothera","Perennial","Non-Woody","Non-Woody","Perennial"
"Oenothera stricta",1,FALSE,2399502,"Onagraceae","Oenothera","Annual","Non-Woody","Non-Woody","Annual"
"Oenothera villosa subsp. villosa",1,FALSE,3257949,"Onagraceae","Oenothera",NA,NA,"Non-Woody","Perennial"
"Oenothera × fallax",1,FALSE,2902049,"Onagraceae","Oenothera",NA,NA,"Non-Woody","Perennial"
"Olea europaea",169,TRUE,355112,"Oleaceae","Olea","Perennial","Woody","Woody","Perennial"
"Oloptum miliaceum",21,TRUE,474057,"Poaceae","Oloptum","Perennial","Non-Woody","Non-Woody","Perennial"
"Omalotheca norvegica",3,TRUE,3092892,"Asteraceae","Omalotheca","Perennial","Non-Woody","Non-Woody","Perennial"
"Omalotheca supina",2,TRUE,3093343,"Asteraceae","Omalotheca","Perennial","Non-Woody","Non-Woody","Perennial"
"Omalotheca sylvatica",11,TRUE,3093361,"Asteraceae","Omalotheca","Perennial","Non-Woody","Non-Woody","Perennial"
"Omphalodes cappadocica",1,FALSE,2390478,"Boraginaceae","Omphalodes",NA,NA,"Non-Woody","Perennial"
"Omphalodes luciliae",1,TRUE,2390256,"Boraginaceae","Omphalodes","Perennial","Non-Woody","Non-Woody","Perennial"
"Omphalodes nitida",2,TRUE,2390259,"Boraginaceae","Omphalodes","Perennial","Non-Woody","Non-Woody","Perennial"
"Omphalodes verna",2,TRUE,2390279,"Boraginaceae","Omphalodes",NA,"Non-Woody","Non-Woody","Perennial"
"Onobrychis aequidentata",5,TRUE,2389093,"Fabaceae","Onobrychis",NA,"Non-Woody","Non-Woody","Perennial"
"Onobrychis alba",7,TRUE,2389084,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis altissima",1,FALSE,2389253,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis andalanica",2,FALSE,2389250,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis arenaria",28,TRUE,2389232,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis arenaria subsp. cana",1,TRUE,2873380,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis arenaria subsp. lasiostachya",2,TRUE,2873379,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis arenaria subsp. miniata",4,TRUE,2873376,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis arenaria subsp. sibirica",1,TRUE,2873375,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis argentea",2,TRUE,2389244,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis argyrea",1,FALSE,2389243,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis atropatana",1,FALSE,2389239,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis cappadocica",2,FALSE,2389217,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis caput-galli",8,TRUE,2389184,"Fabaceae","Onobrychis","Annual","Non-Woody","Non-Woody","Annual"
"Onobrychis conferta subsp. hispanica",4,TRUE,2389181,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis cornuta",1,FALSE,2389180,"Fabaceae","Onobrychis","Perennial",NA,"Non-Woody","Perennial"
"Onobrychis ebenoides",7,TRUE,2389222,"Fabaceae","Onobrychis",NA,"Non-Woody","Non-Woody","Perennial"
"Onobrychis galegifolia",2,FALSE,2388893,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis gracilis",2,TRUE,2388902,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis grandis",1,FALSE,2388883,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis humilis",4,TRUE,2388923,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis humilis subsp. matritensis",1,TRUE,2388913,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis hypargyrea",3,TRUE,2388912,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis montana",22,TRUE,2388846,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis montana subsp. scardica",1,TRUE,2873372,"Fabaceae","Onobrychis",NA,NA,"Non-Woody","Perennial"
"Onobrychis oxyodonta",3,TRUE,2389003,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis pallasii",3,TRUE,2388996,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis petraea",1,TRUE,2389049,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis radiata",4,TRUE,2388952,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis reuteri",2,TRUE,2388961,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis saxatilis",12,TRUE,2388938,"Fabaceae","Onobrychis","Perennial",NA,"Non-Woody","Perennial"
"Onobrychis schahuensis",1,FALSE,2388935,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis supina",8,TRUE,2389292,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis tournefortii",3,FALSE,2389613,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis transcaucasica",2,TRUE,2389592,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis vaginalis",4,FALSE,2389588,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onobrychis viciifolia",135,TRUE,2389633,"Fabaceae","Onobrychis","Perennial","Non-Woody","Non-Woody","Perennial"
"Onoclea struthiopteris",16,TRUE,3176257,"Aspleniaceae","Onoclea","Perennial","Non-Woody","Non-Woody","Perennial"
"Ononis adenotricha",1,TRUE,2389635,"Fabaceae","Ononis","Perennial","Non-Woody","Non-Woody","Perennial"
"Ononis alopecuroides",2,TRUE,2389621,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis angustissima",2,FALSE,2389540,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis aragonensis",2,TRUE,2389543,"Fabaceae","Ononis","Perennial","Woody","Woody","Perennial"
"Ononis arvensis",26,TRUE,2389531,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis atlantica",1,FALSE,2389542,"Fabaceae","Ononis","Perennial",NA,"Non-Woody","Perennial"
"Ononis biflora",1,TRUE,2389576,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis cristata",2,TRUE,2389734,"Fabaceae","Ononis","Perennial","Non-Woody","Non-Woody","Perennial"
"Ononis diffusa",2,TRUE,2389671,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis fruticosa",6,TRUE,2389650,"Fabaceae","Ononis","Perennial","Woody","Woody","Perennial"
"Ononis minutissima",7,TRUE,2389385,"Fabaceae","Ononis","Perennial","Woody","Woody","Perennial"
"Ononis mitissima",2,TRUE,2389381,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis natrix",51,TRUE,2389313,"Fabaceae","Ononis","Perennial","Woody","Woody","Perennial"
"Ononis natrix subsp. hispanica",1,TRUE,2873074,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis pinnata",1,TRUE,2389336,"Fabaceae","Ononis","Perennial","Woody","Woody","Perennial"
"Ononis pubescens",1,TRUE,2389437,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis pusilla",7,TRUE,2389492,"Fabaceae","Ononis","Perennial",NA,"Non-Woody","Perennial"
"Ononis ramosissima",4,TRUE,2389497,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis reclinata",5,TRUE,2389479,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis rotundifolia",9,TRUE,2389525,"Fabaceae","Ononis","Perennial","Woody","Woody","Perennial"
"Ononis serrata",1,TRUE,2389500,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis spinosa",77,TRUE,2389429,"Fabaceae","Ononis","Perennial","Woody","Woody","Perennial"
"Ononis spinosa subsp. antiquorum",6,TRUE,2873037,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis spinosa subsp. austriaca",2,TRUE,2873082,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis spinosa subsp. leiosperma",4,TRUE,2873081,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis spinosa subsp. procurrens",50,TRUE,2912782,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis striata",2,TRUE,2389415,"Fabaceae","Ononis","Perennial","Non-Woody","Non-Woody","Perennial"
"Ononis talaverae",1,TRUE,2389458,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Ononis tridentata",18,TRUE,2389461,"Fabaceae","Ononis","Perennial","Woody","Woody","Perennial"
"Ononis variegata",1,TRUE,2389441,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis viscosa",7,TRUE,2388176,"Fabaceae","Ononis","Annual","Non-Woody","Non-Woody","Annual"
"Ononis viscosa subsp. breviflora",1,TRUE,2873076,"Fabaceae","Ononis",NA,NA,"Non-Woody","Perennial"
"Onopordum acanthium",62,TRUE,3043390,"Asteraceae","Onopordum","Perennial","Non-Woody","Non-Woody","Perennial"
"Onopordum acaulon",4,TRUE,3043413,"Asteraceae","Onopordum",NA,"Non-Woody","Non-Woody","Perennial"
"Onopordum bracteatum",5,TRUE,3043432,"Asteraceae","Onopordum",NA,NA,"Non-Woody","Perennial"
"Onopordum corymbosum",1,TRUE,3043447,"Asteraceae","Onopordum",NA,"Non-Woody","Non-Woody","Perennial"
"Onopordum cynarocephalum",3,FALSE,3043448,"Asteraceae","Onopordum",NA,NA,"Non-Woody","Perennial"
"Onopordum heteracanthum",3,FALSE,3043463,"Asteraceae","Onopordum","Perennial","Non-Woody","Non-Woody","Perennial"
"Onopordum illyricum",19,TRUE,3043467,"Asteraceae","Onopordum","Perennial","Non-Woody","Non-Woody","Perennial"
"Onopordum illyricum subsp. illyricum",2,TRUE,3043479,"Asteraceae","Onopordum",NA,NA,"Non-Woody","Perennial"
"Onopordum macracanthum",3,TRUE,3043487,"Asteraceae","Onopordum",NA,NA,"Non-Woody","Perennial"
"Onopordum myriacanthum",2,TRUE,3043502,"Asteraceae","Onopordum",NA,NA,"Non-Woody","Perennial"
"Onopordum nervosum",7,TRUE,3043503,"Asteraceae","Onopordum",NA,"Non-Woody","Non-Woody","Perennial"
"Onopordum tauricum",12,TRUE,3043522,"Asteraceae","Onopordum","Perennial","Non-Woody","Non-Woody","Perennial"
"Onopordum turcicum",2,FALSE,3043186,"Asteraceae","Onopordum","Perennial","Non-Woody","Non-Woody","Perennial"
"Onosma arenaria",2,TRUE,2392857,"Boraginaceae","Onosma","Perennial","Non-Woody","Non-Woody","Perennial"
"Onosma cinerea",1,TRUE,2393030,"Boraginaceae","Onosma","Perennial","Non-Woody","Non-Woody","Perennial"
"Onosma echinata",1,FALSE,2392940,"Boraginaceae","Onosma",NA,NA,"Non-Woody","Perennial"
"Onosma echioides",3,TRUE,2392934,"Boraginaceae","Onosma","Perennial","Non-Woody","Non-Woody","Perennial"
"Onosma fastigiata",1,TRUE,2898445,"Boraginaceae","Onosma","Perennial","Non-Woody","Non-Woody","Perennial"
"Onosma frutescens",1,TRUE,2392820,"Boraginaceae","Onosma","Perennial",NA,"Non-Woody","Perennial"
"Onosma heterophylla",2,TRUE,2392967,"Boraginaceae","Onosma",NA,NA,"Non-Woody","Perennial"
"Onosma mollis",1,FALSE,2392569,"Boraginaceae","Onosma",NA,NA,"Non-Woody","Perennial"
"Onosma pseudoarenaria",4,TRUE,2392762,"Boraginaceae","Onosma","Perennial","Non-Woody","Non-Woody","Perennial"
"Onosma sericea",1,FALSE,2392778,"Boraginaceae","Onosma",NA,NA,"Non-Woody","Perennial"
"Onosma simplicissima",2,TRUE,2392785,"Boraginaceae","Onosma",NA,NA,"Non-Woody","Perennial"
"Onosma tinctoria",1,TRUE,2392703,"Boraginaceae","Onosma",NA,NA,"Non-Woody","Perennial"
"Onosma viridis",1,TRUE,2393365,"Boraginaceae","Onosma",NA,NA,"Non-Woody","Perennial"
"Onosma visianii",3,TRUE,2393364,"Boraginaceae","Onosma","Perennial","Non-Woody","Non-Woody","Perennial"
"Oocephala centauroides",1,FALSE,3054768,"Asteraceae","Oocephala",NA,NA,NA,NA
"Ophioglossum vulgatum",1,TRUE,3142394,"Ophioglossaceae","Ophioglossum","Perennial","Non-Woody","Non-Woody","Perennial"
"Ophrys apifera",2,TRUE,140745,"Orchidaceae","Ophrys","Perennial","Non-Woody","Non-Woody","Perennial"
"Ophrys fusca",1,TRUE,141148,"Orchidaceae","Ophrys","Perennial","Non-Woody","Non-Woody","Perennial"
"Ophrys insectifera",1,TRUE,141277,"Orchidaceae","Ophrys","Perennial","Non-Woody","Non-Woody","Perennial"
"Ophrys sphegodes",2,TRUE,141753,"Orchidaceae","Ophrys","Perennial","Non-Woody","Non-Woody","Perennial"
"Opopanax chironium",7,TRUE,2390877,"Apiaceae","Opopanax",NA,NA,"Non-Woody","Perennial"
"Opopanax hispidus",3,TRUE,2390873,"Apiaceae","Opopanax","Perennial","Non-Woody","Non-Woody","Perennial"
"Opuntia cochenillifera",2,FALSE,2393233,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Opuntia ficus-indica",10,FALSE,2391911,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Opuntia humifusa",1,FALSE,2392007,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Opuntia leucotricha",1,FALSE,2391696,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Opuntia microdasys",1,FALSE,2391685,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Opuntia stricta",1,FALSE,2391898,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Opuntia tomentosa",1,FALSE,2392494,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Opuntia tuna",1,FALSE,2392489,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Opuntia × occidentalis",1,FALSE,2391832,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial"
"Orbea variegata",1,FALSE,509402,"Apocynaceae","Orbea","Perennial","Non-Woody","Non-Woody","Perennial"
"Orchis anthropophora",1,TRUE,142231,"Orchidaceae","Orchis","Perennial","Non-Woody","Non-Woody","Perennial"
"Orchis mascula",4,TRUE,142857,"Orchidaceae","Orchis","Perennial","Non-Woody","Non-Woody","Perennial"
"Orchis militaris",2,TRUE,142900,"Orchidaceae","Orchis","Perennial","Non-Woody","Non-Woody","Perennial"
"Orchis purpurea",2,TRUE,143136,"Orchidaceae","Orchis","Perennial","Non-Woody","Non-Woody","Perennial"
"Oreochloa disticha",1,TRUE,426500,"Poaceae","Oreochloa","Perennial","Non-Woody","Non-Woody","Perennial"
"Oreojuncus monanthos",1,TRUE,491905,"Juncaceae","Oreojuncus","Perennial","Non-Woody","Non-Woody","Perennial"
"Oreojuncus trifidus",4,TRUE,491904,"Juncaceae","Oreojuncus","Perennial","Non-Woody","Non-Woody","Perennial"
"Oreomecon alpina",2,TRUE,3294133,"Papaveraceae","Oreomecon","Perennial","Non-Woody","Non-Woody","Perennial"
"Oreomecon alpina subsp. alpina",2,TRUE,3260671,"Papaveraceae","Oreomecon",NA,NA,"Non-Woody","Perennial"
"Oreomecon crocea",2,FALSE,3294140,"Papaveraceae","Oreomecon",NA,NA,"Non-Woody","Perennial"
"Oreomecon nudicaulis",3,FALSE,3294112,"Papaveraceae","Oreomecon","Perennial","Non-Woody","Non-Woody","Perennial"
"Oreomecon radicata",1,TRUE,3294150,"Papaveraceae","Oreomecon","Perennial","Non-Woody","Non-Woody","Perennial"
"Origanum compactum",1,TRUE,143779,"Lamiaceae","Origanum","Perennial",NA,"Non-Woody","Perennial"
"Origanum majorana",11,FALSE,143853,"Lamiaceae","Origanum","Perennial",NA,"Non-Woody","Perennial"
