"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","min_fr"
"Juncus alpinoarticulatus",3,TRUE,314322,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus anceps",1,TRUE,314377,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus arcticus",3,TRUE,314399,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus articulatus",28,TRUE,314426,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus atratus",1,TRUE,314469,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus balticus",6,TRUE,314486,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus balticus subsp. ater",1,FALSE,314488,"Juncaceae","Juncus",NA,NA,"Non-Woody","Perennial",NA
"Juncus biglumis",3,TRUE,314533,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus bufonius",23,TRUE,314576,"Juncaceae","Juncus","Annual","Non-Woody","Non-Woody","Annual",1963
"Juncus bulbosus",4,TRUE,314645,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus compressus",13,TRUE,314772,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",1968
"Juncus conglomeratus",23,TRUE,314807,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus cyperoides",1,FALSE,314836,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus dichotomus",1,FALSE,314861,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus effusus",59,TRUE,314902,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",1874
"Juncus filiformis",11,TRUE,315000,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus gerardi",30,TRUE,315051,"Juncaceae","Juncus",NA,NA,"Non-Woody","Perennial",NA
"Juncus gregiflorus",1,FALSE,315136,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus hybridus",1,TRUE,315176,"Juncaceae","Juncus","Annual","Non-Woody","Non-Woody","Annual",NA
"Juncus inflexus",25,TRUE,315191,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",1934
"Juncus jacquinii",1,TRUE,315220,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus lesueurii",1,FALSE,315341,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus littoralis",1,TRUE,315360,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus maritimus",13,TRUE,315420,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus mertensianus",1,FALSE,315452,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus minutulus",1,TRUE,315477,"Juncaceae","Juncus","Annual","Non-Woody","Non-Woody","Annual",NA
"Juncus patens",1,FALSE,315593,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus procerus",1,FALSE,315667,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus punctorius",1,FALSE,315678,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus pygmaeus",2,TRUE,315684,"Juncaceae","Juncus","Annual","Non-Woody","Non-Woody","Annual",NA
"Juncus ranarius",1,TRUE,315705,"Juncaceae","Juncus","Annual","Non-Woody","Non-Woody","Annual",NA
"Juncus sphaerocarpus",1,TRUE,315806,"Juncaceae","Juncus","Annual","Non-Woody","Non-Woody","Annual",NA
"Juncus squarrosus",10,TRUE,315820,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",2001
"Juncus subnodulosus",9,TRUE,315859,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus subulatus",3,TRUE,315866,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",1957
"Juncus tenageia",1,TRUE,315936,"Juncaceae","Juncus","Annual","Non-Woody","Non-Woody","Annual",NA
"Juncus tenuis",4,FALSE,315959,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",1796
"Juncus textilis",1,FALSE,315981,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus thomasii",1,TRUE,315982,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus torreyi",1,FALSE,315999,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus triglumis",1,TRUE,316034,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juncus xiphioides",1,FALSE,316105,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",2013
"Juncus × diffusus",1,TRUE,340128,"Juncaceae","Juncus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Juniperus brevifolia",3,TRUE,377435,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus cedrus",5,FALSE,377533,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus chinensis",19,FALSE,377515,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",1600
"Juniperus communis",125,TRUE,377427,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus communis var. hemisphaerica",2,TRUE,385629,"Cupressaceae","Juniperus",NA,NA,"Woody","Perennial",NA
"Juniperus communis var. saxatilis",19,TRUE,385644,"Cupressaceae","Juniperus",NA,NA,"Woody","Perennial",NA
"Juniperus deltoides",1,TRUE,377733,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus drupacea",4,TRUE,377414,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus excelsa",29,TRUE,377399,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus foetidissima",13,TRUE,377412,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus horizontalis",8,FALSE,377614,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus macrocarpa",19,TRUE,377561,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus occidentalis",1,FALSE,377592,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus oxycedrus",66,TRUE,377576,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus phoenicea",70,TRUE,377581,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus polycarpos",1,FALSE,377662,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus procumbens",4,FALSE,377642,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus pseudosabina",2,FALSE,377646,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus rigida",5,FALSE,377295,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus sabina",34,TRUE,377333,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus scopulorum",5,FALSE,377330,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus semiglobosa",2,FALSE,377331,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus squamata",5,FALSE,377283,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus thurifera",53,TRUE,377262,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",NA
"Juniperus turbinata",1,TRUE,377238,"Cupressaceae","Juniperus",NA,NA,"Woody","Perennial",NA
"Juniperus virginiana",20,FALSE,377287,"Cupressaceae","Juniperus","Perennial","Woody","Woody","Perennial",1960
"Jurinea alata",2,FALSE,3044516,"Asteraceae","Jurinea",NA,NA,"Non-Woody","Perennial",NA
"Jurinea arachnoidea",1,TRUE,3044551,"Asteraceae","Jurinea",NA,NA,"Non-Woody","Perennial",NA
"Jurinea aucheriana",1,FALSE,3044557,"Asteraceae","Jurinea","Perennial",NA,"Non-Woody","Perennial",NA
"Jurinea consanguinea",2,TRUE,3044665,"Asteraceae","Jurinea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Jurinea cyanoides",11,TRUE,3044683,"Asteraceae","Jurinea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Jurinea cypria",2,FALSE,3045772,"Asteraceae","Jurinea",NA,NA,"Non-Woody","Perennial",NA
"Jurinea humilis",3,TRUE,3044604,"Asteraceae","Jurinea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Jurinea longifolia",2,TRUE,3045819,"Asteraceae","Jurinea",NA,NA,"Non-Woody","Perennial",NA
"Jurinea mollis",9,TRUE,3045841,"Asteraceae","Jurinea",NA,NA,"Non-Woody","Perennial",NA
"Jurinea multiflora",2,TRUE,3045878,"Asteraceae","Jurinea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Jurinea roegneri",1,TRUE,3045755,"Asteraceae","Jurinea",NA,NA,"Non-Woody","Perennial",NA
"Jurinea stoechadifolia",1,TRUE,3045958,"Asteraceae","Jurinea","Perennial",NA,"Non-Woody","Perennial",NA
"Jurinea transsylvanica",1,TRUE,3045976,"Asteraceae","Jurinea",NA,NA,"Non-Woody","Perennial",NA
"Justicia adhatoda",2,FALSE,2330223,"Acanthaceae","Justicia","Perennial","Woody","Woody","Perennial",NA
"Justicia hyssopifolia",1,FALSE,2329393,"Acanthaceae","Justicia","Perennial","Woody","Woody","Perennial",NA
"Kalanchoe blossfeldiana",7,FALSE,2333913,"Crassulaceae","Kalanchoe","Perennial","Non-Woody","Non-Woody","Perennial",2012
"Kalanchoe daigremontiana",1,FALSE,2335859,"Crassulaceae","Kalanchoe","Perennial","Non-Woody","Non-Woody","Perennial",1999
"Kalanchoe delagoensis",1,FALSE,2335898,"Crassulaceae","Kalanchoe","Perennial","Non-Woody","Non-Woody","Perennial",1999
"Kalanchoe globulifera",1,FALSE,2335861,"Crassulaceae","Kalanchoe",NA,NA,"Non-Woody","Perennial",NA
"Kalanchoe laciniata",1,FALSE,2335840,"Crassulaceae","Kalanchoe","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Kalanchoe pinnata",1,FALSE,2336037,"Crassulaceae","Kalanchoe","Perennial","Non-Woody","Non-Woody","Perennial",1999
"Kalidium caspicum",1,TRUE,2334134,"Amaranthaceae","Kalidium","Perennial","Woody","Woody","Perennial",NA
"Kalmia angustifolia",1,FALSE,2333601,"Ericaceae","Kalmia","Perennial","Woody","Woody","Perennial",1858
"Kalmia latifolia",4,FALSE,2333573,"Ericaceae","Kalmia","Perennial","Woody","Woody","Perennial",1988
"Kalmia procumbens",2,TRUE,2333584,"Ericaceae","Kalmia","Perennial","Woody","Woody","Perennial",NA
"Karpatiosorbus degenii",1,TRUE,3015205,"Rosaceae","Karpatiosorbus","Perennial","Woody","Woody","Perennial",NA
"Karpatiosorbus hybrida",1,TRUE,3015168,"Rosaceae","Karpatiosorbus","Perennial","Woody","Woody","Perennial",1949
"Karpatiosorbus latifolia",10,TRUE,3015137,"Rosaceae","Karpatiosorbus","Perennial","Woody","Woody","Perennial",1803
"Kernera saxatilis",3,TRUE,2333435,"Brassicaceae","Kernera","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Kerria japonica",3,FALSE,2950069,"Rosaceae","Kerria","Perennial","Woody","Woody","Perennial",1880
"Kickxia elatine",4,TRUE,2335431,"Plantaginaceae","Kickxia","Annual","Non-Woody","Non-Woody","Annual",1570
"Kickxia spuria",12,TRUE,2335156,"Plantaginaceae","Kickxia","Annual","Non-Woody","Non-Woody","Annual",1570
"Kitaibelia vitifolia",1,TRUE,2333686,"Malvaceae","Kitaibelia","Perennial","Non-Woody","Non-Woody","Perennial",1850
"Klasea boetica",3,TRUE,3047135,"Asteraceae","Klasea",NA,NA,"Non-Woody","Perennial",NA
"Klasea bulgarica",1,TRUE,3047157,"Asteraceae","Klasea",NA,NA,"Non-Woody","Perennial",NA
"Klasea cerinthifolia",5,FALSE,3047183,"Asteraceae","Klasea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Klasea coriacea",1,FALSE,3047188,"Asteraceae","Klasea","Perennial",NA,"Non-Woody","Perennial",NA
"Klasea erucifolia",4,TRUE,3047202,"Asteraceae","Klasea",NA,NA,"Non-Woody","Perennial",NA
"Klasea flavescens subsp. neglecta",2,TRUE,3047232,"Asteraceae","Klasea",NA,NA,"Non-Woody","Perennial",NA
"Klasea integrifolia",3,TRUE,3047246,"Asteraceae","Klasea","Perennial",NA,"Non-Woody","Perennial",NA
"Klasea kurdica",1,FALSE,3047267,"Asteraceae","Klasea",NA,NA,"Non-Woody","Perennial",NA
"Klasea lycopifolia",2,TRUE,3047289,"Asteraceae","Klasea","Perennial",NA,"Non-Woody","Perennial",NA
"Klasea nudicaulis",4,TRUE,3047322,"Asteraceae","Klasea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Klasea oligocephala",1,FALSE,3047324,"Asteraceae","Klasea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Klasea pinnatifida",1,TRUE,3047327,"Asteraceae","Klasea","Perennial",NA,"Non-Woody","Perennial",NA
"Klasea quinquefolia",1,FALSE,3047335,"Asteraceae","Klasea","Perennial","Non-Woody","Non-Woody","Perennial",1880
"Klasea radiata",7,TRUE,3047336,"Asteraceae","Klasea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Klasea radiata subsp. gmelinii",1,TRUE,3047354,"Asteraceae","Klasea",NA,NA,"Non-Woody","Perennial",NA
"Klasea serratuloides",1,FALSE,3047360,"Asteraceae","Klasea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Kleinia fulgens",1,FALSE,3083639,"Asteraceae","Kleinia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Kleinia grandiflora",1,FALSE,3083662,"Asteraceae","Kleinia",NA,NA,"Non-Woody","Perennial",NA
"Kleinia neriifolia",41,FALSE,3083723,"Asteraceae","Kleinia","Perennial",NA,"Non-Woody","Perennial",NA
"Knautia arvensis",72,TRUE,2334543,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia arvernensis",1,TRUE,2334476,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia collina",1,TRUE,2898377,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia dinarica",1,TRUE,2334497,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia dipsacifolia",23,TRUE,2334493,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia dipsacifolia subsp. dipsacifolia",4,TRUE,3257190,"Caprifoliaceae","Knautia",NA,NA,"Non-Woody","Perennial",NA
"Knautia drymeja",20,TRUE,2335542,"Caprifoliaceae","Knautia",NA,NA,"Non-Woody","Perennial",NA
"Knautia drymeja subsp. intermedia",1,TRUE,2335569,"Caprifoliaceae","Knautia",NA,NA,"Non-Woody","Perennial",NA
"Knautia godetii",4,TRUE,2335748,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia integrifolia",4,TRUE,2898383,"Caprifoliaceae","Knautia",NA,NA,"Non-Woody","Perennial",1997
"Knautia involucrata",4,FALSE,2335728,"Caprifoliaceae","Knautia",NA,NA,"Non-Woody","Perennial",NA
"Knautia kitaibelii",3,TRUE,2898370,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia longifolia",14,TRUE,2335778,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia macedonica",2,TRUE,2334522,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",2012
"Knautia magnifica",1,TRUE,2334516,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia nevadensis",1,TRUE,2334469,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia orientalis",3,TRUE,2335658,"Caprifoliaceae","Knautia","Annual","Non-Woody","Non-Woody","Annual",NA
"Knautia pancicii",1,TRUE,2335653,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia sarajevensis",1,TRUE,2335694,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia subcanescens",1,TRUE,2336393,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Knautia tatarica",2,TRUE,2336390,"Caprifoliaceae","Knautia","Perennial",NA,"Non-Woody","Perennial",NA
"Knautia transalpina",2,TRUE,2333562,"Caprifoliaceae","Knautia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Koeleria askoldensis",2,FALSE,421206,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Koeleria cenisia",1,TRUE,421268,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Koeleria crassipes",1,TRUE,421289,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Koeleria eriostachya",1,TRUE,421388,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Koeleria glauca",17,TRUE,421418,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",1911
"Koeleria hirsuta",2,TRUE,421528,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Koeleria macrantha",19,TRUE,421574,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",1835
"Koeleria macrantha subsp. macrantha",1,TRUE,527795,"Poaceae","Koeleria",NA,NA,"Non-Woody","Perennial",NA
"Koeleria pyramidata",10,TRUE,421711,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",1842
"Koeleria pyramidata subsp. pyramidata",1,TRUE,494648,"Poaceae","Koeleria",NA,"Non-Woody","Non-Woody","Perennial",NA
"Koeleria spicata",7,TRUE,548246,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Koeleria vallesiana",10,TRUE,421810,"Poaceae","Koeleria","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Koelreuteria paniculata",14,FALSE,2335308,"Sapindaceae","Koelreuteria","Perennial","Woody","Woody","Perennial",1850
"Koenigia alpina",8,TRUE,3009567,"Polygonaceae","Koenigia","Perennial","Non-Woody","Non-Woody","Perennial",1902
"Koenigia islandica",2,TRUE,2334744,"Polygonaceae","Koenigia","Annual","Non-Woody","Non-Woody","Annual",NA
"Kolkwitzia amabilis",1,FALSE,2334039,"Caprifoliaceae","Kolkwitzia","Perennial","Woody","Woody","Perennial",1994
"Krascheninnikovia ceratoides",6,TRUE,2333824,"Amaranthaceae","Krascheninnikovia","Perennial","Woody","Woody","Perennial",NA
"Krubera peregrina",1,TRUE,2334426,"Apiaceae","Krubera","Annual","Non-Woody","Non-Woody","Annual",NA
"Kundmannia sicula",2,TRUE,2334431,"Apiaceae","Kundmannia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lablab purpureus",3,FALSE,2350777,"Fabaceae","Lablab","Perennial",NA,NA,"Perennial",NA
"Laburnum alpinum",10,TRUE,2350829,"Fabaceae","Laburnum","Perennial","Woody","Woody","Perennial",1899
"Laburnum anagyroides",50,TRUE,2350832,"Fabaceae","Laburnum","Perennial","Woody","Woody","Perennial",1607
"Laburnum × watereri",4,TRUE,2350971,"Fabaceae","Laburnum","Perennial","Woody","Woody","Perennial",1908
"Lachnospermum umbellatum",3,FALSE,3088128,"Asteraceae","Lachnospermum","Perennial","Woody","Woody","Perennial",NA
"Lactuca fenzlii",1,FALSE,3062086,"Asteraceae","Lactuca",NA,NA,"Non-Woody","Perennial",NA
"Lactuca hispida",1,TRUE,3062130,"Asteraceae","Lactuca",NA,NA,"Non-Woody","Perennial",NA
"Lactuca muralis",33,TRUE,3062238,"Asteraceae","Lactuca",NA,"Non-Woody","Non-Woody","Perennial",1633
"Lactuca orientalis",2,FALSE,3062240,"Asteraceae","Lactuca","Perennial",NA,"Non-Woody","Perennial",NA
"Lactuca palmensis",1,FALSE,3061828,"Asteraceae","Lactuca",NA,NA,"Non-Woody","Perennial",NA
"Lactuca perennis",12,TRUE,3062246,"Asteraceae","Lactuca","Perennial","Non-Woody","Non-Woody","Perennial",1906
"Lactuca quercina",7,TRUE,2927144,"Asteraceae","Lactuca","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lactuca saligna",10,TRUE,3062309,"Asteraceae","Lactuca","Annual","Non-Woody","Non-Woody","Annual",1866
"Lactuca sativa",71,FALSE,2912742,"Asteraceae","Lactuca","Annual","Non-Woody","Non-Woody","Annual",1807
"Lactuca serriola",61,TRUE,2927162,"Asteraceae","Lactuca",NA,"Non-Woody","Non-Woody","Perennial",1632
"Lactuca sibirica",2,TRUE,3062341,"Asteraceae","Lactuca","Perennial","Non-Woody","Non-Woody","Perennial",1954
"Lactuca tatarica",6,TRUE,3062384,"Asteraceae","Lactuca","Perennial","Non-Woody","Non-Woody","Perennial",1700
"Lactuca tenerrima",2,TRUE,3062388,"Asteraceae","Lactuca","Perennial",NA,"Non-Woody","Perennial",NA
"Lactuca tuberosa",2,TRUE,3062404,"Asteraceae","Lactuca","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lactuca viminea",12,TRUE,3062411,"Asteraceae","Lactuca","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lactuca viminea subsp. chondrilliflora",1,TRUE,3062351,"Asteraceae","Lactuca",NA,NA,"Non-Woody","Perennial",NA
"Lactuca virosa",20,TRUE,2912755,"Asteraceae","Lactuca","Annual","Non-Woody","Non-Woody","Annual",1840
"Laelia × gouldiana",1,FALSE,106986,"Orchidaceae","Laelia","Perennial",NA,NA,"Perennial",NA
"Lagenaria siceraria",9,FALSE,2342950,"Cucurbitaceae","Lagenaria","Annual","Non-Woody","Non-Woody","Annual",1834
"Lagerstroemia indica",14,FALSE,2354050,"Lythraceae","Lagerstroemia","Perennial","Woody","Woody","Perennial",NA
"Lagotis glauca subsp. minor",1,TRUE,2892572,"Plantaginaceae","Lagotis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lagotis uralensis",2,TRUE,2497806,"Plantaginaceae","Lagotis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lagurus ovatus",10,TRUE,421920,"Poaceae","Lagurus","Annual","Non-Woody","Non-Woody","Annual",1791
"Lamarckia aurea",9,TRUE,421929,"Poaceae","Lamarckia","Annual","Non-Woody","Non-Woody","Annual",1814
"Lamium album",73,TRUE,107372,"Lamiaceae","Lamium","Perennial","Non-Woody","Non-Woody","Perennial",1548
"Lamium amplexicaule",23,TRUE,107386,"Lamiaceae","Lamium","Annual","Non-Woody","Non-Woody","Annual",1597
"Lamium confertum",1,TRUE,107420,"Lamiaceae","Lamium","Annual","Non-Woody","Non-Woody","Annual",1813
"Lamium flexuosum",2,TRUE,107445,"Lamiaceae","Lamium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lamium galeobdolon",44,TRUE,107452,"Lamiaceae","Lamium","Perennial","Non-Woody","Non-Woody","Perennial",1744
"Lamium galeobdolon subsp. argentatum",1,TRUE,107454,"Lamiaceae","Lamium",NA,NA,"Non-Woody","Annual",NA
"Lamium galeobdolon subsp. montanum",3,TRUE,107457,"Lamiaceae","Lamium",NA,NA,"Non-Woody","Annual",NA
"Lamium garganicum",8,TRUE,107458,"Lamiaceae","Lamium","Perennial","Non-Woody","Non-Woody","Perennial",1906
"Lamium garganicum subsp. striatum",2,TRUE,107474,"Lamiaceae","Lamium",NA,NA,"Non-Woody","Annual",NA
"Lamium maculatum",42,TRUE,107516,"Lamiaceae","Lamium","Perennial","Non-Woody","Non-Woody","Perennial",1730
"Lamium moschatum",2,TRUE,107532,"Lamiaceae","Lamium","Annual","Non-Woody","Non-Woody","Annual",NA
"Lamium multifidum",1,FALSE,107537,"Lamiaceae","Lamium","Annual","Non-Woody","Non-Woody","Annual",NA
"Lamium orientale",1,FALSE,107550,"Lamiaceae","Lamium","Annual","Non-Woody","Non-Woody","Annual",NA
"Lamium orvala",7,TRUE,107553,"Lamiaceae","Lamium","Perennial","Non-Woody","Non-Woody","Perennial",1949
"Lamium purpureum",44,TRUE,107573,"Lamiaceae","Lamium","Annual","Non-Woody","Non-Woody","Annual",1548
"Lamium purpureum var. moluccellifolium",1,TRUE,107578,"Lamiaceae","Lamium",NA,NA,"Non-Woody","Annual",NA
"Lampranthus multiradiatus",2,FALSE,2342541,"Aizoaceae","Lampranthus","Perennial","Woody","Woody","Perennial",1924
"Lamprocapnos spectabilis",2,FALSE,2494086,"Papaveraceae","Lamprocapnos","Perennial","Non-Woody","Non-Woody","Perennial",1890
"Lamyropsis cynaroides",3,TRUE,3043374,"Asteraceae","Lamyropsis",NA,NA,NA,NA,NA
"Lantana camara",15,FALSE,107934,"Verbenaceae","Lantana","Perennial","Woody","Woody","Perennial",1967
"Lantana montevidensis",1,FALSE,108181,"Verbenaceae","Lantana","Perennial","Woody","Woody","Perennial",NA
"Lappula barbata",1,TRUE,2344392,"Boraginaceae","Lappula",NA,"Non-Woody","Non-Woody","Annual",NA
"Lappula heteracantha",1,TRUE,2344384,"Boraginaceae","Lappula","Annual","Non-Woody","Non-Woody","Annual",1884
"Lappula marginata",1,TRUE,2343059,"Boraginaceae","Lappula","Annual","Non-Woody","Non-Woody","Annual",1811
"Lappula spinocarpos",1,TRUE,2342862,"Boraginaceae","Lappula","Annual","Non-Woody","Non-Woody","Annual",NA
"Lappula squarrosa",9,TRUE,2342864,"Boraginaceae","Lappula","Annual","Non-Woody","Non-Woody","Annual",1778
"Lapsana communis",67,TRUE,3058044,"Asteraceae","Lapsana","Annual","Non-Woody","Non-Woody","Annual",1700
"Lapsana communis subsp. adenophora",2,TRUE,3058058,"Asteraceae","Lapsana",NA,NA,"Non-Woody","Annual",NA
"Lapsana communis subsp. intermedia",1,TRUE,3058069,"Asteraceae","Lapsana",NA,NA,"Non-Woody","Annual",NA
"Lapsana communis subsp. pisidica",1,TRUE,3058193,"Asteraceae","Lapsana",NA,NA,"Non-Woody","Annual",NA
"Lapsanastrum humile",1,FALSE,3057283,"Asteraceae","Lapsanastrum",NA,"Non-Woody","Non-Woody",NA,NA
"Larix decidua",150,TRUE,379112,"Pinaceae","Larix","Perennial","Woody","Woody","Perennial",1735
"Larix decidua var. polonica",7,TRUE,385977,"Pinaceae","Larix",NA,NA,"Woody","Perennial",NA
"Larix gmelinii",21,FALSE,381519,"Pinaceae","Larix","Perennial","Woody","Woody","Perennial",2004
"Larix kaempferi",35,FALSE,379135,"Pinaceae","Larix","Perennial","Woody","Woody","Perennial",1818
"Larix laricina",8,FALSE,379072,"Pinaceae","Larix","Perennial","Woody","Woody","Perennial",1994
"Larix lyallii",1,FALSE,379089,"Pinaceae","Larix","Perennial","Woody","Woody","Perennial",NA
"Larix occidentalis",6,FALSE,379096,"Pinaceae","Larix","Perennial","Woody","Woody","Perennial",NA
"Larix potaninii",1,FALSE,379087,"Pinaceae","Larix","Perennial","Woody","Woody","Perennial",NA
